,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Assets,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,assetTurnover,currentRatio,quickRatio,cashRatio,operatingCashFlowPerShare,cashPerShare,Operating Cash Flow per Share,Cash per Share,Shareholders Equity per Share,Income Quality,Tangible Asset Value,Net Current Asset Value,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Diluted Growth,Operating Cash Flow growth,Asset Growth,SG&A Expenses Growth,Sector,Class,2019 PRICE VAR [%]
SEM,5081258000.0,0.16399999999999998,740202000.0,121268000.0,322923000.0,417279000.0,196450000.0,137840000.0,137840000.0,1.02,1.02,135331864.0,135331864.0,0.1457,0.0777,596598000.0,394943000.0,176942000.0,0.0387,0.0271,175178000.0,175178000.0,992524000.0,979810000.0,5964265000.0,705186000.0,4267537000.0,320351000.0,803042000.0,110670000.0,489545000.0,201655000.0,494194000.0,-167281000.0,-697137000.0,255572000.0,52629000.0,326913000.0,0.85195040797148,1.4069999999999998,1.2505268113661,0.24841389363941,3.6517,1.2944,3.6517,1.2944,5.9339,3.5853,2205846000.0,-3275013000.0,-1.2361,0.175,0.259,0.1725,-0.2221,-0.2331,-0.2331,0.0068,1.0753,0.1633,0.0633,Healthcare,1,48.378899121504055
CCU,2569571090.7781,-0.0689,1330361592.219,984155979.8271,654970023.0548,675391569.1643,660246899.1354,464098747.8386,464098747.8386,2.3935,2.3935,2526700.14,2504141.42,0.5177,0.2702,694195979.8271,694195979.8271,485991743.5159,0.2569,0.1806,459674423.6311,519626704.6109,1355918240.6339998,1471565750.7205,3466664144.0922,930438393.3718,1465056157.0605,1251414391.9308,1844562979.8271,35132077.8099,392835458.2133,0.0,618606817.0029,-183432289.6254,-286746543.2277,-76316804.0346,214653383.2853,435174527.3775,0.7412229693946801,0.032711465621782676,1.0653558486099,0.49404068760028,36.054813999999666,81.25222199999806,36.054813999999666,81.25222199999806,195.0318499999994,1.3329,3117947943.8040004,-109137916.4265,-21.367266,-0.0899,0.9362,0.7695,0.9284,1.0997,1.0997,0.0,0.4521,0.0795,-0.098,Consumer Defensive,0,-22.975101247841806
KPTI,30336000.0,1.24905,30336000.0,48847000.0,210219000.0,-179883000.0,-178381000.0,-178407000.0,-178407000.0,-3.14,-3.14,60707876.0,56799699.0,1.0,-5.797999999999999,-122512180.0,-168192723.08,-178407000.0,-5.8802,-5.881,118737000.0,328915000.0,334612000.0,3863000.0,341192000.0,46904000.0,158022000.0,-673748000.0,183170000.0,5697000.0,42572000.0,735000.0,-109545969.99999999,-2363000.0,-107664000.0,316109000.0,49250000.0,-161480000.0,0.08891181504841801,7.134,7.0125149241003,2.5314898516118,-2.8014,2.0905,-2.8014,2.0905,3.2248,0.8919,341192000.0,176590000.0,-0.0416,1.631772,-0.3643,-0.378,-0.3832,-0.1174,-0.1174,0.2375,-1.1585,0.8924,0.8115089999999999,Healthcare,1,100.52300454880682
GEL,2912770000.0,0.436,634354000.0,66898000.0,464106000.0,170248000.0,-4577000.0,-6075000.0,-75876000.0,-0.62,-0.62,122579218.0,122579000.0,0.2178,0.0771,537804000.0,224614000.0,-11792000.0,-0.0016,-0.0021,10300000.0,10300000.0,443279000.0,4977514000.0,6479071000.0,332834000.0,4037071000.0,0.0,1691738000.0,35986000.0,205507000.0,313190000.0,390039000.0,-195367000.0,140693000.0,-529473000.0,1259000.0,194672000.0,0.44956599487797,1.332,1.0027881766887,0.03094635764375,3.1819,0.084,3.1819,0.084,13.8012,-5.1405,6014510000.0,-3593792000.0,-1.5938,0.2709,-0.1207,-0.2281,-2.251,-2.24,-2.24,0.0085,0.2055,-0.0922,0.0072,Energy,1,20.514678771913786
AVID,413282000.0,-0.0137,239164000.0,156503000.0,225480000.0,13684000.0,-9403000.0,-10674000.0,-10674000.0,-0.26,-0.26,41852649.0,41662000.0,0.5787,0.034,35213000.0,14071000.0,-10674000.0,-0.0228,-0.0258,64603000.0,64603000.0,196596000.0,21582000.0,265843000.0,187673000.0,432504000.0,-1187010000.0,-38662600.000000015,31283000.0,147029000.0,21142000.0,15822000.0,-9936000.0,-9917000.0,2536000.0,7661000.0,5886000.0,1.5546092994737,1.048,0.70525328630117,0.34423172219765,0.3798,1.5506,0.3798,1.5506,-1.5521839999999998,-1.4823,228768000.0,-235908000.0,-0.2385,-0.0122,1.1509,1.6085,0.2125,0.2121,0.2121,0.0157,0.7706,0.1328,-0.0228,Technology,1,85.71428866318597
HEP,506220000.0,0.1141,359790000.0,11040000.0,109532000.0,250258000.0,178873000.0,178847000.0,178847000.0,1.7,1.7,105440201.0,105042000.0,0.7107,0.4954,352305000.0,250772000.0,186387000.0,0.3534,0.3533,3045000.0,3045000.0,66474000.0,1538655000.0,2102540000.0,57897000.0,1586979000.0,0.0,427435000.0,4311000.0,26304000.0,101533000.0,295213000.0,-47300000.0,-52343000.0,-247601000.0,-4731000.0,247913000.0,0.2407659307314,1.148,1.0736825742266,0.052593398621690005,2.8104,0.035,2.8104,0.035,4.0692,1.6506,1716875000.0,-1520505000.0,-0.4503,0.1359,-0.0117,0.1214,0.1178,-0.2544,-0.2544,0.4944,0.2379,-0.0239,-0.22913099999999997,Energy,0,-14.534403000787686
SLDB,0.0,0.0,0.0,17722000.0,75687000.0,-75687000.0,-74798000.0,-74798000.0,-74798000.0,-2.25,-2.25,35432460.0,33262597.0,0.0,0.0,-73232000.0,-74798000.0,-74798000.0,0.0,0.0,86693000.0,122791000.0,128639000.0,10422000.0,139597000.0,12481000.0,14414000.0,-199056000.0,125183000.0,5848000.0,8617000.0,1566000.0,-70197000.0,-7776000.0,-26762000.0,131507000.0,34548000.0,-77973000.0,0.0,10.307,9.8382341158561,6.9459979168336,-2.1104,2.6063,-2.1104,2.6063,3.7635,0.9385,139597000.0,114225000.0,-0.2338,0.0,-0.4352,-0.3797,-0.9024,0.2188,0.2188,1.221537,-0.624,0.8321,0.1853,Healthcare,0,-84.612725458072
GNRC,2023464000.0,0.2049,725040000.0,295728000.0,367859000.0,357181000.0,308113000.0,238257000.0,238257000.0,3.57,3.54,62059983.0,61662031.0,0.3583,0.1725,396477000.0,349069000.0,241220000.0,0.1523,0.1177,224482000.0,224482000.0,1120769000.0,294237000.0,2426314000.0,560706000.0,1604049000.0,831123000.0,760549000.0,25404000.0,185055000.0,47408000.0,247227000.0,-47387000.0,-108894000.0,-52034000.0,86010000.0,199840000.0,0.83396625498596,1.999,0.98200304615966,0.40035597978263,4.0094,3.6405,4.0094,3.6405,12.3342,1.0376,1415169000.0,-483280000.0,-0.7685,0.2398,0.4270000000000001,0.4251,0.5098,0.3945,0.3992,-0.0065,-0.0392,0.1976,0.1269,Technology,1,97.27396161347849
WD,725246000.0,0.0188,725246000.0,297303000.0,501458000.0,223788000.0,213347000.0,161439000.0,161439000.0,5.15,4.96,31238670.0,30202000.0,1.0,0.3081,365611000.0,223477000.0,160942000.0,0.2942,0.2226,110879000.0,110879000.0,1777942000.0,0.0,2782057000.0,1369856000.0,1874865000.0,666752000.0,902124000.0,1616644000.0,1056907000.0,142134000.0,64076000.0,-4722000.0,-552238000.0,321830000.0,-166332000.0,59354000.0,0.26068696651435,1.29790430527,0.11774814287049,0.08094208442347199,2.1216,3.6712,2.1216,3.6712,29.8697,0.3969,2604964000.0,-96923000.0,-0.1563,0.0188,-0.0792,-0.0797,-0.2353,-0.2336,-0.2334,-0.0001,-0.94,0.2597,0.0277,Financial Services,1,52.40001517216361
SHLO,1139944000.0,0.094,116095000.0,88604000.0,97589000.0,18506000.0,6260000.0,11479000.0,11479000.0,0.49,0.49,23398565.0,23229000.0,0.1018,0.0154,63331000.0,17603000.0,11479000.0,0.0055,0.0101,16843000.0,16843000.0,332977000.0,316176000.0,709675000.0,243632000.0,510153000.0,135813000.0,199522000.0,33993000.0,64905000.0,45728000.0,53226000.0,-50135000.0,-109057000.0,63700000.0,8107000.0,3091000.0,1.6062902032621005,1.367,0.9340809089118,0.069132954620083,2.2914,0.7251,2.2914,0.7251,8.5893,4.6368,667360000.0,-177176000.0,-2.1583,0.0064,-0.1817,-0.26,7.156111,6.346638000000011,6.252855999999998,0.215,-0.3025,0.1473,0.0666,Industrials,0,-42.11382296626048
DNB,3011000000.0,0.12137404718693284,686000000.0,623000000.0,610000000.0,76000000.0,16000000.0,8000000.0,8000000.0,0.02,0.02,429000000.0,432000000.0,0.22783128528728,0.0096313517103952,162000000.0,29000000.0,8000000.0,0.0053138492195284,0.0026569246097642,42000000.0,403034719.3253951,2044000000.0,813000000.0,3557000000.0,940000000.0,1883000000.0,1445625957.187358,1673000000.0,1703000000.0,79000000.0,188551916.83148074,180000000.0,-112000000.0,-214000000.0,-61000000.0,-95000000.0,68000000.0,0.9100191407067884,2.0503044888897537,1.5837800102046318,0.6683551001014313,4.398355039145899,4.956392918149431,4.398355039145899,4.956392918149431,20.04628174733095,1.110692371428571,3878225836.870608,-2012314588.547171,-2.507966341637011,0.12432126203208554,0.253327486631016,0.11301344028520409,0.19655718693284935,0.19861335636363672,0.18901973090909083,0.06560227706422019,0.26664155793226385,0.0943650623885918,0.10321689473684209,Industrials,1,1.1232040264298329
TBBK,271059000.0,0.3879,271059000.0,103204000.0,151278000.0,119781000.0,120918000.0,88677000.0,88677000.0,1.57,1.55,56446088.0,56446088.0,1.0,0.4461,126446000.0,120918000.0,88677000.0,0.4461,0.3272,554302000.0,554302000.0,1455057000.0,18895000.0,4437911000.0,3935807000.0,4031135000.0,-817000.0,406776000.0,900755000.0,3935807000.0,5528000.0,-109545969.99999999,-2379000.0,84663000.0,-265140000.0,-354633000.0,-176535000.0,0.061078061277029014,0.3696972437927,0.14083566597651,0.14083566597651,-3.0854,9.82,-3.0854,9.82,7.2065,-1.9639,4434065000.0,-2576078000.0,-0.0421,0.3879,1.7033,1.9653,3.0916,3.0256,2.9744,0.0159,-2.8374390000000007,-0.0574,-0.0153,Financial Services,1,57.40292023416872
IVC,972347000.0,0.0061,267676000.0,281906000.0,285970000.0,-18294000.0,-34102000.0,-43922000.0,-43922000.0,-1.33,-1.33,33201037.0,33124000.0,0.2753,-0.0059,9790000.0,-5766000.0,-43922000.0,-0.0351,-0.0452,116907000.0,116907000.0,397410000.0,74306000.0,885855000.0,198208000.0,526708000.0,142447000.0,359147000.0,31063000.0,103629000.0,15556000.0,-46423000.0,-6259000.0,-6363000.0,-2924000.0,-59621000.0,-52682000.0,1.0976367464201,2.005,1.2018889247659,0.5898197852760699,-1.4015,3.5294,-1.4015,3.5294,10.8425,1.0569,478076000.0,-129298000.0,-0.189,-0.0058,0.867,0.5445,0.4262,0.4316,0.4316,0.0098,-0.8012,-0.16899999999999998,-0.0502,Healthcare,1,110.20134272999508
TOUR,324189435.6006,-0.0216,170061794.5007,183140086.8307,220567438.4949,-50505643.9942,-26824746.7438,-26846888.5673,-27197395.0796,-0.2174,-0.2174,56283359.6237,54666335.89,0.5246,-0.0827,-17142691.7511,-26824746.7438,-28852532.5615,-0.0827,-0.0828,120264254.7033,244607380.6078,637899855.2822,27114327.0622,948903473.2272,449009406.657,454858321.2735,-823648191.0275,484857163.5311,245297539.7974,248898118.6686,9682054.9928,38797250.3618,-17285383.5022,22285383.5022,-21014761.2156,36919681.6208,21511866.8596,0.34164637894942,0.2056,0.88127877575821,0.26784350822113,14.7243,45.6425,14.7243,45.6425,184.0123,-1.4265,865237771.3459,183041534.0087,-6.5601,-0.0366,0.7639,0.6218,0.7672,0.7652,0.7652,-0.0438,1.6131,-0.0571,-0.2091,Consumer Cyclical,0,-48.987855227993315
ITT,2745100000.0,0.0618,887200000.0,427300000.0,489900000.0,397300000.0,391400000.0,333700000.0,333700000.0,3.81,3.76,87600000.0,87700000.0,0.3232,0.1426,500800000.0,391400000.0,334600000.0,0.1426,0.1216,561200000.0,561200000.0,1645100000.0,518800000.0,3846800000.0,872100000.0,2021900000.0,2110300000.0,1822400000.0,163400000.0,416700000.0,109400000.0,371800000.0,-95500000.0,-52300000.0,-128800000.0,171200000.0,276300000.0,0.71360611417282,1.886,1.2626992317395,0.64350418529985,4.2395,6.3991,4.2395,6.3991,20.7799,1.1142,2834800000.0,-376800000.0,-1.0889,0.0821,0.2704,0.2443,1.9401,1.9535,1.9375,-0.0034,0.504,0.0396,-0.0014,Industrials,1,53.01086882956589
MTRX,1091553000.0,-0.0885,91936000.0,84417000.0,102415000.0,-10479000.0,-12148000.0,-11480000.0,-11480000.0,-0.43,-0.43,26822773.0,26769000.0,0.0842,-0.0087,10799000.0,-9548000.0,-11480000.0,-0.0111,-0.0105,64057000.0,64057000.0,357046000.0,72645000.0,558033000.0,238465000.0,239190000.0,211494000.0,318843000.0,7817000.0,159026000.0,20347000.0,74671000.0,-8711000.0,-9336000.0,-45312000.0,20252000.0,65960000.0,1.9560724903366,1.497,1.442882603317,0.26862222967731,2.7895,2.393,2.7895,2.393,11.9109,-6.5044,439057000.0,117856000.0,-0.3254,0.135,-3.202,-3.1566,-5.416384000000001,-5.0,-5.0,0.0089,4.596855000000002,-0.0478,0.1086,Energy,1,26.4787118174428
SPWR,1726085000.0,-0.0379,0.0,260111000.0,611297000.0,-179996704.444436,-226262560.0,-221511580.0,-222508520.0,-5.76,-5.76,141085025.0,140825000.0,0.0,-0.4067,-122512180.0,-168192723.08,-221183420.0,-0.4693,-0.4699,351169000.0,351169000.0,1073771000.0,943224000.0,2352649000.0,705006000.0,2502535000.0,-1842900320.0000002,-38662600.000000015,219259000.0,339382000.0,127204000.0,-109545969.99999999,-155326000.0,274900000.0,85847000.0,-180574000.0,-357533140.0,0.7336772293699599,1.523,0.7749806384626501,0.49810781752212,-3.8586,2.4937,-3.8586,2.4937,-1.5521839999999998,0.6699,2340067000.0,-1428764000.0,-1.103,-0.6139840000000001,0.16699999999999998,0.1137,0.127,0.1364,0.1364,0.0104,-1.032,-0.37505,-0.0665,Technology,1,53.846152399219726
CHH,1041304000.0,0.1062,507038000.0,170027000.0,188564000.0,318474000.0,273258000.0,216355000.0,216355000.0,3.83,3.8,55980838.0,55980838.0,0.4869,0.3065,353093000.0,319166000.0,216355000.0,0.2624,0.2078,26642000.0,26642000.0,243784000.0,127535000.0,1138370000.0,318439000.0,1322142000.0,795178000.0,-38662600.000000015,-41075000.0,243831000.0,33927000.0,242896000.0,-49476000.0,-321252000.0,-129417000.0,-207773000.0,193420000.0,0.91473246835387,0.7659999999999999,0.8945480924133,0.083664375280666,4.3389,0.4759,4.3389,0.4759,-1.5521839999999998,1.1227,698186000.0,-1078358000.0,-0.8838,0.0977,0.0847,0.0995,0.7687,0.7731,0.7674,0.0,-0.0563,0.1439,0.0254,Consumer Cyclical,1,46.37255272446158
TOT,33676258073.006508,0.2348,15970500000.0,889311.8300000001,10918299999.999996,5184800000.000001,4472900000.000006,3743699999.999985,3814549441.624353,4.27,4.24,1248940072.2799969,1250737344.2399998,0.3166,0.1081,7233379999.999997,5175667817.2588825,3821023422.167106,0.0976,0.0622,5799200000.000004,8050877011.494213,22935184711.98408,19858844600.000008,109241000000.0,27167699999.999996,69270934340.99806,19512400000.000008,24718950000.000004,3997989999.999998,15393603099.999842,2067260000.0000002,6379931724.1378975,-2699700000.0,-4963626553.036363,-3570100000.0000005,-821100000.0,4533185999.999979,0.7170297785497901,1.2819999999999998,0.7846354082977199,0.44842047755246,9.9537,11.2446,9.9537,11.2446,46.5952,2.1582,75467350920.85007,-42405411219.38778,-5.3848,0.1731,0.5238,1.1937,0.3261,0.2708,0.2695,0.0517,0.1068,0.0582,0.0,Energy,1,9.023074557393716
PGTI,698493000.0,0.3667,243468000.0,150910000.0,148359000.0,95109000.0,65205000.0,53933000.0,53933000.0,1.03,1.0,57940088.0,52461000.0,0.3486,0.1313,116184000.0,91734000.0,53933000.0,0.0934,0.0772,52650000.0,52650000.0,195561000.0,115707000.0,862153000.0,68720000.0,476609000.0,-8900000.0,385544000.0,17528000.0,0.0,24450000.0,100306000.0,-29769000.0,-378396000.0,296711000.0,18621000.0,70537000.0,0.8101729043452801,2.846,1.9407305005821,0.76615250291036,1.912,1.0036,1.912,1.0036,7.3492,1.8598,312508000.0,-281048000.0,-0.5675,0.5314,0.5243,0.5804,0.3538,0.2875,0.2987,0.046,1.046,0.9027,0.5274,Basic Materials,0,-6.4030159336046335
MDP,2264200000.0,0.3215,1396200000.0,987500000.0,1309300000.0,86900000.0,-57200000.0,66400000.0,66400000.0,1.48,1.47,44869905.0,44900000.0,0.6166,0.0177,188200000.0,40000000.0,99400000.0,-0.0253,0.0293,437600000.0,437600000.0,2016700000.0,483700000.0,6770900000.0,1225800000.0,5150800000.0,889800000.0,1097500000.0,989500000.0,1013000000.0,148200000.0,149900000.0,-53200000.0,-2616700000.0,1498669999.9999878,415300000.0,96700000.0,0.33440163050702004,1.645,0.80176211453744,0.35699135258607,3.3385,9.7461,3.3385,9.7461,24.4432,2.2575,2820200000.0,-3134100000.0,-1.1849,0.2636,-0.8706,-0.718,-0.6485,-0.6501,-0.6466,-0.0044,-0.3143,1.23495,0.3594,Consumer Cyclical,0,-33.789458528101314
SLAB,868267000.0,0.1293,521399000.0,197844000.0,436191000.0,85208000.0,72161000.0,83591000.0,83591000.0,1.94,1.9,43148394.0,43159000.0,0.6005,0.1058,107767000.0,91855000.0,83591000.0,0.0831,0.0963,197043000.0,613822000.0,826638000.0,139049000.0,1624354000.0,144845000.0,557064000.0,961343000.0,1067290000.0,64650000.0,103674000.0,15912000.0,173542000.0,-24462000.0,-197029000.0,-48836000.0,-72323000.0,149080000.0,0.53453065033853,5.707000000000002,4.7431116020574,1.3603714315303002,4.021,4.5655,4.021,4.5655,24.7293,2.0761,1056178000.0,269574000.0,-0.5668,0.14800000000000002,0.0091,0.0028,0.7751,0.7477,0.7431,0.0164,-0.0843,0.0582,0.2386,Technology,1,46.365480166125145
WWE,930160000.0,0.1613,320978000.0,181431000.0,206500000.0,114478000.0,106037000.0,99588000.0,99588000.0,1.28,1.12,78024849.0,77536000.0,0.3451,0.1306,197741000.0,121442000.0,99588000.0,0.114,0.1071,167457000.0,359143000.0,474008000.0,148089000.0,700299000.0,357539000.0,384062000.0,-101326000.0,316237000.0,28187000.0,49173000.0,76299000.0,186719000.0,-32275000.0,-66087000.0,-90875000.0,29757000.0,154444000.0,1.3282326549088,1.3259999999999998,1.2252313733607,0.4683600949826501,2.4082,2.1597,2.4082,2.1597,4.0786,1.8749,700299000.0,89946000.0,-0.4163,0.2231,0.5412,0.5147,2.0511,1.9767,1.6667,0.1293,0.9331,0.1396,0.1283,Consumer Cyclical,0,-11.983529676767269
RNG,673624000.0,0.3376,516495000.0,431889000.0,532931000.0,-16436000.0,-26063000.0,-26203000.0,-26203000.0,-0.33,-0.33,80332930.0,79500000.0,0.7667,-0.0148,13312000.0,-9961000.0,-26203000.0,-0.0387,-0.0389,566329000.0,566329000.0,707514000.0,70205000.0,894326000.0,199359000.0,576717000.0,-235703000.0,317609000.0,46810000.0,189214000.0,23273000.0,72130000.0,-38544000.0,-83448000.0,397255000.0,385137000.0,33586000.0,0.75321974313617,3.549,3.3141418245477,2.8407496024759,0.9073,7.1236,0.9073,7.1236,3.9951,-2.7527,843608000.0,130797000.0,-0.4848,0.3509,-1.5893,-2.0791,-5.2329,-4.5,-4.5,0.0422,0.7522,1.23495,0.3819,Technology,1,108.28598564697838
EHC,4277300000.0,0.0928,4277300000.0,2574200000.0,3647700000.0,629600000.0,411200000.0,292300000.0,292300000.0,2.98,2.93,98928266.0,97900000.0,1.0,0.1306,758200000.0,558500000.0,375400000.0,0.0961,0.0683,128200000.0,128200000.0,662100000.0,1634800000.0,5175000000.0,672500000.0,3618000000.0,-885200000.0,1276700000.0,66200000.0,546700000.0,199700000.0,762400000.0,-270100000.0,-424500000.0,-321200000.0,16700000.0,492300000.0,0.8265314009661802,0.985,0.88609665427509,0.19063197026022,7.7875,1.3095,7.7875,1.3095,13.0409,2.6083,2630800000.0,-2955900000.0,-2.7589,0.0928,-0.0224,-0.0305,0.0782,0.0347,0.0317,0.005,0.1581,0.0638,0.1066,Healthcare,1,15.05805362351137
PEGA,891581000.0,0.0035,589816000.0,425138000.0,606848000.0,-17032000.0,-11543000.0,10617000.0,10617000.0,0.14,0.13,78700651.0,78564000.0,0.6615,-0.0129,13752000.0,-11543000.0,10617000.0,-0.0129,0.0119,114422000.0,207423000.0,610635000.0,0.0,982553000.0,331809000.0,361022000.0,510863000.0,621531000.0,-72020900.00000004,315322000.0,25295000.0,104356000.0,-11893000.0,-48196000.0,-101460000.0,-47857000.0,92463000.0,0.90741262812286,1.84,2.146379392964,0.34484296688758,1.3283,1.4564,1.3283,1.4564,7.9111,9.225167999999993,909695000.0,249613000.0,-0.1514,-0.0312,-1.1339,-1.1828,-0.8923,-0.8898,-0.8908,0.0028,-0.3405,-0.0298,0.2053,Technology,1,67.44319839919973
NOVT,614337000.0,0.1785,261528000.0,115900000.0,190515000.0,71013000.0,59316000.0,49109000.0,49109000.0,1.46,1.43,34905121.0,34913000.0,0.4257,0.1125,106182000.0,69130000.0,51095000.0,0.0966,0.0799,82043000.0,82043000.0,281769000.0,65464000.0,719576000.0,104196000.0,351321000.0,-79092000.0,368255000.0,11007000.0,48928000.0,37052000.0,89647000.0,-14391000.0,-45590000.0,-60164000.0,-18014000.0,75256000.0,0.85374859639566,2.704,1.5931321739798,0.7873910706745,2.5677,2.3499,2.5677,2.3499,10.5478,1.8255,358994000.0,-69552000.0,-0.4122,0.1859,-0.147,0.2336,-0.1822,0.2807,0.2655,0.0055,0.4145,-0.0098,0.1401,Technology,1,38.01498113963244
DTE,14212000000.0,0.1273,3150000000.0,889311.8300000001,1556000000.0,1594000000.0,1218000000.0,1120000000.0,1120000000.0,6.18,6.17,181925024.0,181000000.0,0.2216,0.125,2901000000.0,1777000000.0,1118000000.0,0.0857,0.0788,76000000.0,178000000.0,3260000000.0,19858844600.000008,36288000000.0,4438000000.0,25571000000.0,6112000000.0,10237000000.0,482000000.0,1001000000.0,1124000000.0,2680000000.0,-2699700000.0,-3347000000.0,654000000.0,-13000000.0,-33000000.0,0.39164462081129,0.735,0.44321766561514,0.017124831004956997,14.8066,0.4199,14.8066,0.4199,56.558,2.3929,33146000000.0,-22311000000.0,-14.989,-0.0072,-0.0369,-0.0684,-0.0123,-0.0222,-0.0237,0.0112,0.2659,0.0747,0.0,Utilities,1,24.09653161015759
MYGN,743700000.0,0.0206,566500000.0,435000000.0,505800000.0,60700000.0,120300000.0,133300000.0,133300000.0,1.92,1.85,69906818.0,69400000.0,0.7617,0.1661,177900000.0,123500000.0,133100000.0,0.1618,0.1792,110900000.0,180600000.0,327600000.0,43200000.0,1175300000.0,102200000.0,209200000.0,54100000.0,966100000.0,9400000.0,76200000.0,54400000.0,115900000.0,-8400000.0,-11600000.0,-95000000.0,8500000.0,107500000.0,0.63277461073768,3.205,2.7778864970646,1.0851272015656,1.67,1.598,1.67,1.598,13.9207,0.8695,401500000.0,118400000.0,-0.121,0.0161,1.9127,0.4051,6.6609,6.346638000000011,6.252855999999998,0.0465,0.0913,-0.0278,-0.0111,Healthcare,0,-6.103449854357487
DEA,160591000.0,0.229,112368000.0,14824000.0,82806000.0,29562000.0,5704000.0,5704000.0,5704000.0,0.09,0.08,60818841.0,53511137.0,0.6997,0.1781,95010000.0,28607000.0,6659000.0,0.0355,0.0355,11105000.0,11105000.0,66806000.0,1626617000.0,1861550000.0,44693000.0,836297000.0,-126272000.0,894163000.0,22871000.0,10449000.0,66403000.0,62782000.0,-466743000.0,-466743000.0,398865000.0,-5096000.0,-357533140.0,0.08626735784695501,1.4947754681941,0.98303984964088,0.24847291522162,1.1733,0.2075,1.1733,0.2075,16.7098,9.225167999999993,1695882000.0,-769491000.0,-8.7224,0.2209,0.3294,0.2983,0.2824,-0.1818,-0.2,0.3216,0.2753,0.306,0.1491,Real Estate,1,62.38895139153426
MINI,593229000.0,0.1119,570792000.0,364123000.0,535269000.0,35523000.0,-5311000.0,-8062000.0,-8062000.0,-0.18,-0.18,44692446.0,44295000.0,0.9622,0.06,102593000.0,35593000.0,-8062000.0,-0.009000000000000001,-0.0136,5605000.0,5605000.0,150000000.0,1083344000.0,2005064000.0,132000000.0,1194795000.0,410641000.0,810269000.0,2437000.0,98823000.0,67000000.0,160098000.0,-87216000.0,-77063000.0,-92144000.0,-7846000.0,72882000.0,0.29586536888598,1.1363636363636,1.0290757575758,0.042462121212121014,3.6144,0.1265,3.6144,0.1265,18.2926,-7.184096,1244305000.0,-1044795000.0,-1.969,0.1136,-0.6759999999999999,-0.6766,-1.0659999999999998,-1.065,-1.0652,0.0009,0.1803,-0.033,0.0823,Consumer Cyclical,1,19.55509276549948
