,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,Gross Profit Growth,EBIT Growth,Operating Income Growth,EPS Growth,EPS Diluted Growth,Operating Cash Flow growth,Asset Growth,Sector,Class,2017 PRICE VAR [%]
PPIH,122696000.0,-0.0333,26741000.0,23863000.0,23863000.0,2878000.0,-3034000.0,-4409000.0,-4409000.0,-0.61,-0.61,7288425.0,7280000.0,0.2179,-0.0209,3365000.0,-2564000.0,-4409000.0,-0.0247,-0.0359,18955000.0,18955000.0,95882000.0,25400000.0,138098000.0,64085000.0,69070000.0,20193000.0,69028000.0,36181000.0,5929000.0,-2897000.0,-4398000.0,13865000.0,-3025000.0,6731000.0,-7295000.0,0.4408,0.8884705064519399,1.496,0.8973706795662,0.29577904345790995,0.4408,-0.0822,0.6571,0.1945,-0.7418,138098000.0,26812000.0,70532000.0,-0.1311,-1.7566,-0.5078,-4.0232,-4.087708000000001,-1.8282,-0.0674,Industrials,1,11.801239587031784
SGBX,3132533237.145194,0.04780591369606004,313929.0,514928184.69096535,3749211.0,-1824822.0,288008667.81309086,200589931.05145985,202703008.14270613,0.7528644036697247,0.7312282568807331,98570894.61649981,98505841.42150699,0.3654706224849968,-0.08119330931433773,543054093.3675112,-1824822.0,205550508.05691507,-0.11952187454036209,-0.14096445906037267,549100.0,579117.0,4268900.0,5559.0,10158653.198345,1386279.4,3302836.0,-1306576.0,3631625.0,505727.0,172962598.07669073,-1865905.0,-1393.0,2507.0,1945501.0,17424419.92451701,228610107.3604444,2.1283418675373134,0.0,1.1455343205303998,0.98889082182233,0.6410982382933299,2.126302491620112,-0.04069040968342645,1.4413657486033522,0.2493085288640596,-1.0060609626865673,8588040.0,-2321687.0,3904440196.1295505,-0.3819,-0.2626,-0.2626,-0.043155302063789897,-0.04607058161350852,-0.5698,1.529889999999997,Industrials,1,21.5447139500453
SPLP,1163549000.0,0.2057,347973000.0,282298000.0,311888000.0,36085000.0,30582000.0,6630000.0,6630000.0,0.25,0.25,26152976.0,26353714.0,0.2991,0.038,114775000.0,44229000.0,2571000.0,0.0263,0.0057,462768000.0,607678000.0,915511000.0,261412000.0,1967115000.0,465766000.0,1262857000.0,0.0,548741000.0,311079000.0,70546000.0,195477000.0,-34183000.0,-160502000.0,230571000.0,265546000.0,161294000.0,0.3736,0.59150024274127,1.998,1.6550993417295,0.99356329143819,0.3736,0.0,10.788279000000003,0.2461,-0.7609,1794608000.0,-568442000.0,1260018000.0,0.1795,-0.3527,0.0714,-0.95,-0.9498,4.875884999999996,0.1676,Industrials,1,24.92012596545053
STAF,128829000.0,1.4296120000000003,32806291.0,25736000.0,189089174.0,-1508572.0,-18081000.0,-18021000.0,-18071000.0,-13.523,-13.46,1661111.48,1217846.32,0.175,-0.1078,-11182000.0,-1508572.0,-17550000.0,-0.1403,-0.1399,650000.0,650000.0,23537000.0,919000.0,53957000.0,38994000.0,45679000.0,-46651000.0,7394000.0,29434000.0,2711000.0,-2070857.0,-378857.0,-2000572.0,1813715.0,-1286000.0,-3384000.0,0.2677,2.3873718994869,0.7240000000000001,0.58788531568959,0.016669231163768998,0.2677,-0.59,0.1732,0.1998,-0.0941,8588040.0,-22142000.0,1633616.0,0.1294,0.7781,0.6719,0.2738,0.2738,-1.9889,-0.390654,Industrials,0,-24.0963834713142
UUU,13740840.0,0.3891,3779430.0,4480330.0,5145608.0,-1366178.0,-2137792.0,-2137792.0,-2137792.0,-0.92,-0.92,2312887.0,2312887.0,0.2751,-0.1534,-2070490.0,-2108024.0,-2137792.0,-0.1556,-0.1556,454136.13095599995,471006.39,6585745.0,71556.0,19147826.0,2122144.0,2345469.98,3022332.0,17025682.0,150807.0,37534.0,-822957.0,0.0,822367.0,313891.0,313301.0,-822957.0,0.6935,0.7176188043488599,3.103,1.0801962543541,0.17092525295173,0.6935,-0.2233,0.385,0.3261,0.0,19080751.0,4463601.0,16909770.0,0.6234,0.4383,0.4794,0.425,0.425,0.3992,-0.0381,Industrials,0,-54.05405335743293
ZNH,16555939524.838,-0.0375,4605759539.2369,1313030957.5234,3341972642.1886,1263786897.0482,980129589.6328,726277897.7682,726277897.7682,3.6717,3.6717,1011180705.5436,1011180705.5436,0.2782,0.0806,1335061195.1044,1335061195.1044,849244060.4752,0.0592,0.0439,597840172.7862,597840172.7862,1733765298.7761,18836180000.0,1981857451.4039,9781425485.9611,2345469.98,4843484521.2383,6257163426.9258,4389488840.8927,0.0,3421742260.6192,-2279337652.9878,-2267818574.514,-1217998560.1152,-64074874.0101,1142404607.6314,1.6008,2.3873718994869,0.03593674151192617,0.15642112700937,0.061119943472887,1.6008,0.1401,4.7113,0.0793,0.0,1955651547.8762,623039026.7599999,7087688984.8812,-0.092,0.1996,-0.1926,0.2544,0.2544,-0.0642,-0.0885,Industrials,1,101.25667440711305
NAP,3132533237.145194,0.04780591369606004,1120178946.686644,514928184.69096535,749988716.9927368,351600696.1534569,288008667.81309086,200589931.05145985,202703008.14270613,0.7528644036697247,0.7312282568807331,98570894.61649981,98505841.42150699,0.3654706224849968,-0.08119330931433773,543054093.3675112,352341797.11438733,205550508.05691507,-0.11952187454036209,-0.14096445906037267,339018178.9149144,417064063.8404862,1419215314.1946108,1477133287.0357342,4820128124.254324,1132198105.3038573,3363120647.988957,1212175656.4093955,1375577157.9488554,586773292.7241455,172962598.07669073,427295504.4537741,-201881976.6895013,-283665312.5623063,-126502233.31886314,17424419.92451701,228610107.3604444,2.1283418675373134,0.9281804628902008,2.141460688973392,1.6549206136964936,0.7349955680869658,2.126302491620112,-0.04069040968342645,1.4413657486033522,0.2493085288640596,-1.0060609626865673,3594892812.150545,-1906421138.8483198,3904440196.1295505,0.09136247777777774,-0.043868786641929475,-0.08514673333333336,-0.043155302063789897,-0.04607058161350852,0.28590433333333315,0.07460235992578845,Industrials,1,6.999986632147902
SEB,5379000000.0,-0.0384,497000000.0,267000000.0,267000000.0,230000000.0,382000000.0,312000000.0,312000000.0,7.37,7.184999999999982,1661111.48,1217846.32,0.0924,0.0764,513000000.0,411000000.0,314000000.0,0.071,0.058,77000000.0,1354000000.0,2848000000.0,1006000000.0,4755000000.0,785000000.0,1580000000.0,3465000000.0,3162000000.0,431000000.0,102000000.0,427000000.0,-111000000.0,-374000000.0,-27000000.0,27000000.0,316000000.0,0.8731,1.1312302839117,3.628,2.5235668789809003,0.098089171974522,0.8731,0.0664,1.3686,0.0496,-1.0882,4736000000.0,623039026.7599999,4511000000.0,0.2551,0.593,0.8254,0.8199,0.8199,0.0264,0.0731,Industrials,1,10.084352387176413
NES,3132533237.145194,0.04780591369606004,22552000.0,514928184.69096535,227400000.0,-75224000.0,288008667.81309086,200589931.05145985,202703008.14270613,0.7528644036697247,0.7312282568807331,98570894.61649981,98505841.42150699,0.3654706224849968,-0.08119330931433773,543054093.3675112,-75224000.0,205550508.05691507,-0.11952187454036209,-0.14096445906037267,994000.0,994000.0,33478000.0,294179000.0,342604000.0,492967000.0,511670000.0,-1557278000.0,-83481439.99999999,23085000.0,172962598.07669073,-26251000.0,-3826000.0,11902000.0,-26796000.0,17424419.92451701,228610107.3604444,2.1283418675373134,0.0,0.067911239494733,0.050285313215692,0.0136214959452507,2.126302491620112,-0.04069040968342645,1.4413657486033522,0.2493085288640596,-1.0060609626865673,8588040.0,-478192000.0,3904440196.1295505,-0.7064,-1.2781,-1.2781,-0.043155302063789897,-0.04607058161350852,-1.5344,-0.3444,Industrials,1,20.238098166516963
WLFC,207274000.0,0.0465,193981000.0,47780000.0,130567000.0,63414000.0,23946000.0,14069000.0,13780000.0,2.1,2.05,6489618.0,6570000.0,0.9359,0.314,131370000.0,65090000.0,14069000.0,0.1155,0.0679,32374000.0,32374000.0,74000000.0,1184115000.0,1337887000.0,63000000.0,1121867000.0,194729000.0,196260000.0,45208000.0,66280000.0,91588000.0,-112143000.0,-123218000.0,21246000.0,-10384000.0,-20555000.0,0.8316,0.15492638765456002,1.1746031746032,0.51387301587302,0.51387301587302,0.8316,0.0791,6.6464,0.2305,-1.692,1318035000.0,-1047867000.0,2185916000.0,0.0764,0.2569,0.2821,1.5301,1.5309,-0.0635,0.0337,Industrials,0,-5.986446478008148
CLIR,621000.0,1.4296120000000003,136000.0,6510000.0,11341000.0,-11205000.0,-11173000.0,-11173000.0,-11173000.0,-0.86,-0.86,12970410.0,12928715.0,0.219,-10.483187999999998,-10965000.0,-11173000.0,-11173000.0,-10.790260000000004,-12.064288999999999,1259000.0,1259000.0,4268900.0,644000.0,10158653.198345,1689000.0,2345469.98,-40331000.0,2244000.0,784000.0,208000.0,-8672000.0,-137000.0,-1054000.0,0.0,-9726000.0,-8809000.0,71.0135,0.14489034064396,1.123,0.8063943161634101,0.7454114860864399,71.0135,-0.2529,0.7762,4.420890000000003,-0.6587,8588040.0,-145000.0,106000.0,2.305817999999998,-0.4147,-0.4109,-0.3651,-0.3651,-0.3851,-0.390654,Industrials,1,5.882347166332156
SINO,7310540.0,-0.3542,3572551.0,4821778.0,4821778.0,-1249227.0,-1153336.0,-1965929.0,-1965929.0,-0.23,-0.23,9280841.0,8651606.0,0.4887,-0.1239,-846298.0,-905806.0,-2301522.0,-0.1578,-0.2689,1385994.0,1385994.0,8651985.0,176367.0,10158653.198345,2437382.0,2437382.0,-4518799.0,11424109.0,1947892.0,59508.0,-121048.0,0.0,294376.0,646589.0,655672.0,173328.0,0.8633,0.80742475489676,3.55,2.3108581256446,0.5686404511069699,0.8633,-0.3382,0.0616,0.6596,0.0,9054144.0,6214603.0,5230768.0,-0.3365,-1.8013,-2.2286,-3.0909,-3.0909,0.9327,-0.2334,Industrials,0,-20.249223914111077
SWP,11407000000.0,0.04780591369606004,4267000000.0,2602000000.0,2624000000.0,1643000000.0,1226000000.0,965000000.0,965000000.0,0.7528644036697247,0.7312282568807331,98570894.61649981,98505841.42150699,0.37406855439642,0.12448496537214,1829000000.0,1420000000.0,965000000.0,0.10747786446919,0.08459717717191201,638000000.0,417064063.8404862,14514000000.0,1742000000.0,19080000000.0,4362000000.0,10783000000.0,5990000000.0,8297000000.0,2614000000.0,461000000.0,1419000000.0,-442000000.0,-2289000000.0,295000000.0,-494000000.0,976000000.0,2.1283418675373134,0.9281804628902008,2.141460688973392,1.6549206136964936,0.7349955680869658,2.126302491620112,-0.04069040968342645,1.4413657486033522,0.2493085288640596,-1.0060609626865673,3594892812.150545,-1906421138.8483198,3904440196.1295505,0.09136247777777774,-0.043868786641929475,-0.08514673333333336,-0.043155302063789897,-0.04607058161350852,0.28590433333333315,0.07460235992578845,Industrials,1,19.581100041318752
SGRP,134324000.0,0.1261,29543000.0,25241000.0,27341000.0,2202000.0,614000.0,173000.0,173000.0,0.01,0.01,20639490.0,20595000.0,0.2199,0.0056,2847000.0,747000.0,1756000.0,0.0046,0.0013,7324000.0,7324000.0,42292000.0,2536000.0,54851000.0,29765000.0,29769000.0,5835000.0,19677000.0,11071000.0,2100000.0,1343000.0,-1555000.0,-1956000.0,3409000.0,1606000.0,-212000.0,0.1644,2.3873718994869,1.421,1.3772215689568,0.24606080967579,0.1644,0.0093,7.763,0.1879,-0.7405,50664000.0,12523000.0,23357000.0,0.0095,-0.6119,-0.3256,-0.75,-0.75,-0.7254,0.2637,Industrials,1,14.953267175523193
MICT,13284000.0,-0.4368,2627000.0,5887000.0,8615000.0,-5988000.0,-5852000.0,-5807000.0,-5807000.0,-0.97,-0.97,6170151.0,5966622.0,0.1978,-0.4165,-4265000.0,-5533000.0,-7513000.0,-0.4405,-0.4371,1133000.0,4111000.0,26647000.0,965000.0,31916000.0,19619000.0,20958000.0,-1990000.0,6775000.0,10010000.0,1268000.0,-4615000.0,-151000.0,2605000.0,481000.0,-1529000.0,-4766000.0,0.5945,0.4162175711242,1.358,0.3810591773281,0.057750140170243,0.5945,-0.7578,0.7947,0.4432,-0.1191,28156000.0,5689000.0,14811000.0,-0.6403,-1.855,-1.3752,-1.3095,-1.3095,-0.9875,-0.2049,Industrials,0,-12.499997671693508
ACY,28716300.0,-0.2548,25430600.0,1667600.0,18118900.0,7311700.0,1972000.0,1221700.0,1221700.0,0.78,0.78,1661111.48,1566699.0,0.8856,0.2546,16451400.0,7311700.0,1221700.0,0.0687,0.0425,2194400.0,2194400.0,23938000.0,192799800.0,218736100.0,33778000.0,176235900.0,28222600.0,42500200.0,32559900.0,9139700.0,11344500.0,-48016400.0,-29129700.0,17258600.0,-526600.0,-36671900.0,0.5456,0.1312828563735,0.70868612706495,0.18475042927349,0.064965362069986,0.5456,0.078,9.2858,0.0581,-5.2536,218736100.0,-152297900.0,342379600.0,-0.2492,-0.5476,-0.5476,-0.8129,-0.8129,0.0746,0.2083,Industrials,1,52.39999771118165
AIRI,51321000.0,-0.362,4269000.0,14404000.0,14404000.0,-10135000.0,-13522000.0,-15623000.0,-15623000.0,-2.06,-2.06,7583165.0,7579419.0,0.0832,-0.2148,-6034000.0,-11022000.0,-15623000.0,-0.2635,-0.3044,1304000.0,1304000.0,61950000.0,11197000.0,82800000.0,53388000.0,57910000.0,-30980000.0,24890000.0,5239000.0,4988000.0,-692000.0,-924000.0,-924000.0,2391000.0,775000.0,-1616000.0,0.4388,0.6198188405797099,1.16,0.13817711845359,0.024424964411477998,0.4388,-0.6936,0.0443,0.2807,-0.1852,74235000.0,4040000.0,56513000.0,-0.753,-3.8430479999999996,-3.440972,-4.0232,-4.087708000000001,0.226,-0.0618,Industrials,0,-43.09764171917293
AIRT,148211938.0,0.3212,26200674.0,18139830.0,20169011.0,6031663.0,6809362.0,4413910.0,4413910.0,1.24,1.227,3558791.0,3558791.0,0.1768,0.0465,8147312.0,6890105.0,3757957.0,0.0459,0.0298,6166106.0,11110678.0,38959534.0,4577774.0,52154752.0,15717146.0,16883222.0,28821825.0,34230608.0,6854186.0,1257207.0,3214517.0,-1045437.0,-5266006.0,-5993746.0,-8043312.0,2169080.0,0.3867,2.3873718994869,2.479,1.5274100654152,0.39231715478115,0.3867,0.077,0.7283,0.1224,-0.8316,50770232.0,22076312.0,30751115.0,0.4864,1.0176,0.7653,0.7714,0.7706,-0.53,0.2002,Industrials,1,9.538592140615087
APDN,4186427.0,-0.5353,3015774.0,10808299.0,15215632.0,-12199858.0,-12175979.0,-12175979.0,-12175979.0,-13.523,-13.46,1661111.48,1217846.32,0.7204,-2.9111,-11480487.0,-12186983.0,-12175979.0,-2.9084,-2.9084,4540400.0,4540400.0,11351934.0,792499.0,15565831.0,4084929.0,5200429.0,-223817388.0,10365402.0,1622088.0,706496.0,-9896727.0,-667359.0,-779762.0,7843579.0,-2832910.0,-10564086.0,17.5424,0.26894979137317004,2.779,3.0478608073727,1.1115003467625,17.5424,-0.1672,0.8128,2.5817,-0.9446,13754545.0,6151505.0,5129216.0,-0.6503,-0.0278,-0.5533,0.1905,0.1905,-0.4208,0.0007,Industrials,0,-16.315791481419613
ARCW,94124000.0,-0.1634,16863000.0,16401000.0,16401000.0,462000.0,-2805000.0,-2314000.0,-2314000.0,-0.13,-0.13,98570894.61649981,18123883.0,0.1792,0.0175,11173000.0,1644000.0,-2206000.0,-0.0298,-0.0246,3620000.0,3620000.0,79876000.0,41644000.0,120512000.0,32700000.0,75969000.0,13771000.0,43383000.0,7746000.0,9529000.0,6466000.0,-2633000.0,-2625000.0,-4999000.0,-1201000.0,3833000.0,0.4593,0.78103425385024,1.243,0.52896024464832,0.11070336391437,0.4593,-0.0565,-2.7943,0.1742,-0.2763,87731000.0,-35333000.0,106595000.0,-0.3374,-0.7325,-0.9241,-4.0232,-4.087708000000001,0.2592,-0.0437,Industrials,0,-52.80898888444317
ARTW,21557649.0,-0.1811,5319883.0,5276562.0,5751330.0,-431447.0,-917935.0,-821334.0,-821334.0,-0.2,-0.2,4109052.0,4097748.0,0.2468,-0.031,2612.0,-669355.0,-821334.0,-0.0426,-0.0381,1063716.0,1063716.0,17621919.0,7387187.0,27242590.0,7056506.0,9766311.0,14990911.0,17476279.0,1494974.0,671967.0,2381776.0,-274089.0,916546.0,-2681837.0,616485.0,2107687.0,0.6195,0.7913215667085999,2.497,0.3673370362046,0.1507425913051,0.6195,-0.0615,-2.8999,0.2448,-0.4079,26867590.0,7855608.0,25226537.0,-0.2303,-0.4666,-3.440972,-0.4286,-0.4286,4.875884999999996,-0.1305,Industrials,0,-22.597400184666032
ASTC,2671000.0,1.4296120000000003,339000.0,7708000.0,14177000.0,-13838000.0,-13120000.0,-13095000.0,-13095000.0,-3.2,-3.2,4129456.0,4077600.0,0.1269,-4.912,-12562000.0,-13120000.0,-13434000.0,-4.912,-4.9027,4399000.0,21501000.0,22923000.0,3392000.0,30523000.0,1800000.0,2345469.98,-159117000.0,28667000.0,1563000.0,558000.0,-13324000.0,-809000.0,15533000.0,-140000.0,2069000.0,-14133000.0,13.064,0.087507781017593,12.735,12.282222222222,2.4438888888889,13.064,-0.3787,1.0175,2.8858,-1.4498,30523000.0,21027000.0,24324000.0,2.305817999999998,-3.7124,0.1411,-2.2308,-2.2308,-0.2271,-0.3097,Industrials,0,-53.79310476368872
AWX,61352000.0,0.1556,10833000.0,8203000.0,11019000.0,-186000.0,56000.0,-69000.0,-69000.0,-0.02,-0.02,3803331.0,3803000.0,0.1766,0.0071,3251000.0,435000.0,-409000.0,0.0009,-0.0011,5204000.0,5204000.0,14918000.0,50006000.0,67898000.0,14676000.0,26522000.0,-20250000.0,38741000.0,4660000.0,2816000.0,2587000.0,-2998000.0,-2998000.0,896000.0,485000.0,-411000.0,0.1736,0.90359068013785,1.016,1.1278958844372,0.35459253202507,0.1736,-0.0071,-7.009733000000001,0.1337,-1.0646,67898000.0,-11604000.0,60393000.0,0.2181,1.8597,0.8571,0.8947,0.8947,0.3681,0.0898,Industrials,0,-28.571427355007227
AXR,41664000.0,-0.1632,984000.0,3125000.0,15058000.0,-14074000.0,-15435000.0,-10224000.0,-10224000.0,-1.27,-1.27,8059454.0,8037000.0,0.0236,-0.3378,-11097000.0,-14074000.0,-10224000.0,-0.3705,-0.2454,14562000.0,14562000.0,84341000.0,11997000.0,120628000.0,21392000.0,37784000.0,46779000.0,82844000.0,948000.0,2977000.0,3467000.0,-798000.0,2802000.0,-3757000.0,2512000.0,2669000.0,0.8511,0.34539244619823,3.9426421091997,1.0206151832461,0.68072176514585,0.8511,-0.2886,-0.3391,0.075,-0.2681,120628000.0,46557000.0,119005000.0,-0.7255,-2.3028,-2.4318,-1.8881,-1.8881,-0.652,-0.1305,Industrials,0,-4.229194352062214
BKYI,2975756.0,-0.4344,2246073.0,4438950.0,6447892.0,-4201819.0,-4189704.0,-4189704.0,-4992204.0,-0.89,-0.89,5535442.0,5587144.0,0.7548,-1.4079,-4105471.0,-4189704.0,-4189704.0,-1.4079,-1.4079,1061307.0,1061307.0,4910296.0,67814.0,17289365.0,1836477.0,2345469.98,-62801154.0,15452888.0,968385.0,84233.0,-4446830.0,-52975.0,-52975.0,1240034.0,-3259771.0,-4499805.0,4.7063,0.17211482318754998,2.674,2.3132285348523,0.5779037799003199,4.7063,-0.3518,0.8908,1.4917,-0.6289,8588040.0,3073819.0,2099038.0,-0.4359,-1.5162,-1.4771,-1.4722,-1.4722,0.7142,-0.1531,Industrials,0,-30.03952565445193
BLNK,3326021.0,-0.1596,512341.0,6273566.0,7725249.0,-7212908.0,-7699127.0,-7699127.0,-9167627.0,-3.17,-3.17,1661111.48,2894509.0,0.154,-2.2378,-6581198.0,-7443029.0,-7699127.0,-2.3148,-2.3148,454136.13095599995,471006.39,4268900.0,755682.0,10158653.198345,21798540.0,21898035.0,-81071782.0,-16980840.0,13151025.0,861831.0,-2749023.0,-80463.0,-80463.0,2646153.0,-183333.0,-2829486.0,4.1133,1.7405694022809,0.03593674151192617,0.029117186639618847,0.0136214959452507,4.1133,-0.3729,0.2999,1.8862,-0.0934,8588040.0,-21284366.0,-2149151.3400000003,-0.5326,0.1297,0.3628,0.4717,0.4717,0.537,-0.390654,Industrials,0,-47.058823529411754
BRPA,3132533237.145194,0.04780591369606004,1120178946.686644,514928184.69096535,749988716.9927368,351600696.1534569,288008667.81309086,200589931.05145985,202703008.14270613,0.7528644036697247,0.7312282568807331,98570894.61649981,98505841.42150699,0.3654706224849968,-0.08119330931433773,543054093.3675112,352341797.11438733,205550508.05691507,-0.11952187454036209,-0.14096445906037267,339018178.9149144,417064063.8404862,1419215314.1946108,1477133287.0357342,4820128124.254324,1132198105.3038573,3363120647.988957,1212175656.4093955,1375577157.9488554,586773292.7241455,172962598.07669073,427295504.4537741,-201881976.6895013,-283665312.5623063,-126502233.31886314,17424419.92451701,228610107.3604444,2.1283418675373134,0.9281804628902008,2.141460688973392,1.6549206136964936,0.7349955680869658,2.126302491620112,-0.04069040968342645,1.4413657486033522,0.2493085288640596,-1.0060609626865673,3594892812.150545,-1906421138.8483198,3904440196.1295505,0.09136247777777774,-0.043868786641929475,-0.08514673333333336,-0.043155302063789897,-0.04607058161350852,0.28590433333333315,0.07460235992578845,Industrials,1,0.8333325054910776
BRPAU,3132533237.145194,0.04780591369606004,1120178946.686644,514928184.69096535,749988716.9927368,351600696.1534569,288008667.81309086,200589931.05145985,202703008.14270613,0.7528644036697247,0.7312282568807331,98570894.61649981,98505841.42150699,0.3654706224849968,-0.08119330931433773,543054093.3675112,352341797.11438733,205550508.05691507,-0.11952187454036209,-0.14096445906037267,454136.13095599995,417064063.8404862,4268900.0,1477133287.0357342,10158653.198345,1386279.4,2345469.98,0.0,0.0,0.0,172962598.07669073,427295504.4537741,-201881976.6895013,-283665312.5623063,-126502233.31886314,17424419.92451701,228610107.3604444,2.1283418675373134,0.9281804628902008,2.141460688973392,1.6549206136964936,0.7349955680869658,2.126302491620112,-0.04069040968342645,1.4413657486033522,0.2493085288640596,-1.0060609626865673,3594892812.150545,-1906421138.8483198,3904440196.1295505,0.09136247777777774,-0.043868786641929475,-0.08514673333333336,-0.043155302063789897,-0.04607058161350852,0.28590433333333315,0.07460235992578845,Industrials,1,2.2477464800272404
CETXP,94000000.0,0.04780591369606004,29000000.0,24000000.0,24000000.0,5000000.0,6000000.0,5000000.0,5000000.0,0.7528644036697247,0.7312282568807331,98570894.61649981,98505841.42150699,0.30851063829787,0.07446808510638299,9000000.0,7000000.0,5000000.0,0.06382978723404299,0.053191489361702,6000000.0,471006.39,19000000.0,18000000.0,56000000.0,25000000.0,40000000.0,11000000.0,16000000.0,2000000.0,2000000.0,8000000.0,-1000000.0,-17000000.0,14000000.0,5000000.0,7000000.0,2.1283418675373134,0.9281804628902008,2.141460688973392,1.6549206136964936,0.7349955680869658,2.126302491620112,-0.04069040968342645,1.4413657486033522,0.2493085288640596,-1.0060609626865673,3594892812.150545,-1906421138.8483198,3904440196.1295505,0.09136247777777774,-0.043868786641929475,-0.08514673333333336,-0.043155302063789897,-0.04607058161350852,0.28590433333333315,0.07460235992578845,Industrials,0,-39.72644388507901
CIX,108920000.0,-0.0007,35167000.0,19593000.0,19593000.0,15574000.0,15964000.0,10457000.0,10457000.0,0.84,0.84,12419107.0,12416000.0,0.3229,0.1466,19662000.0,15964000.0,10457000.0,0.1466,0.096,33153000.0,33153000.0,59175000.0,33073000.0,143980000.0,13323000.0,18210000.0,70131000.0,125770000.0,1441000.0,3698000.0,13864000.0,-3175000.0,-30575000.0,-2483000.0,-19194000.0,10689000.0,1.7502,0.7564939574941001,4.442,5.3216242588006,2.4884035127224,1.7502,0.0547,1.3258,0.1799,-0.8586,120238000.0,40965000.0,73762000.0,0.0529,0.1386,0.1147,0.1507,0.1507,0.0288,0.0682,Industrials,0,-12.111805610271153
CODA,21118319.0,0.0979,12652997.0,6101227.0,7114352.0,5538645.0,4854303.0,4930548.0,4930548.0,0.6,0.58,9102192.0,8282988.0,0.5991,0.2704,6520112.0,5710735.0,4930548.0,0.2299,0.2335,5615461.0,5615461.0,15149121.0,3840500.0,22835520.0,3502077.0,12681007.0,-40322600.0,10154513.0,1258608.0,809377.0,4385040.0,-614220.0,-614024.0,-1768990.0,-708927.0,3770820.0,0.7235,0.92480131829711,4.3260000000000005,3.5111615192927004,1.6034658861013,0.7235,0.14218999999999987,0.8894,0.2889,-0.7589,19085995.0,2468114.0,19994381.0,0.2236,1.5779,1.9785,2.75,2.625,0.3483,0.0437,Industrials,1,94.22058618753944
CUO,151592000.0,0.1078,31773000.0,23151000.0,25878000.0,5895000.0,5834000.0,3686000.0,3686000.0,2.21,2.21,1671167.0,1669000.0,0.2096,0.0409,8637000.0,6201000.0,3686000.0,0.0385,0.0243,454136.13095599995,471006.39,45883000.0,19606000.0,78008000.0,19751000.0,25804000.0,65169000.0,52204000.0,10219000.0,2436000.0,8099000.0,-4095000.0,-4095000.0,-4250000.0,-246000.0,4004000.0,0.273,1.943287867911,2.323,1.1489038529695,0.015239734696976997,0.273,0.0893,2.1972,0.1527,-1.681,70779000.0,20079000.0,52727000.0,0.2422,1.3427,1.2743,1.6,1.6,4.1983,0.0297,Industrials,0,-23.26332865765873
