,Revenue,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,"Property, Plant & Equipment Net",Total assets,Total liabilities,Retained earnings (deficit),Total shareholders equity,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,returnOnEquity,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Price to Sales Ratio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Invested Capital,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Sector,Class,2015 PRICE VAR [%]
CMI,19221000000.0,4861000000.0,2095000000.0,2756000000.0,2105000000.0,2349000000.0,1651000000.0,1651000000.0,7.464899999999997,7.316999999999998,182691807.0,182691807.0,0.2529,0.149,0.1255,0.086,0.0764,2868000000.0,2413000000.0,1736000000.0,0.1222,0.0859,2301000000.0,3686000000.0,15764000000.0,7671000000.0,9545000000.0,7749000000.0,455000000.0,2266000000.0,-798000000.0,-1234000000.0,-1343000000.0,-398000000.0,1468000000.0,1.3703,0.2131,1.2192971327073998,12.4034,8.035,12.595,105.21,9.0371,12.4034,8.035,12.595,42.416,81.788,42.4157,1.3703,0.0627,1.3725,0.109,-1.7538,14942000000.0,10306000000.0,0.2131,-4.368,0.1357,0.1742,0.1879,Industrials,0,-38.133338109991385
CNHI,32555000000.0,7021000000.0,2925000000.0,4614000000.0,2407000000.0,1177000000.0,710000000.0,710000000.0,0.52,0.52,1350073530.0,1350073530.0,0.2157,0.112,0.0766,0.022,-0.0477,3635000000.0,2495000000.0,708000000.0,0.0362,0.0218,6141000000.0,8383000000.0,51913000000.0,46936000000.0,2291000000.0,4922000000.0,1140000000.0,681000000.0,-2234000000.0,-1970000000.0,1376000000.0,-404000000.0,-521140520.0000001,0.3343,0.1443,0.62710689037428,0.5044,-1.15,4.5486,24.1135,0.5259,0.5044,-1.15,4.5486,3.646,35.982,3.6457,0.3343,0.0645,0.9592,0.0898,-1.9596,48579000000.0,72032000000.0,0.1443,-1.6547,-0.0362,-0.0193,-0.0634,Industrials,0,-11.215964553475487
NSC,11624000000.0,7423000000.0,2897000000.0,3848000000.0,3575000000.0,3134000000.0,2000000000.0,2000000000.0,6.44,6.39,309441867.0,309441867.0,0.6386,0.399,0.3165,0.172,0.0784,4635000000.0,3679000000.0,2000000000.0,0.2696,0.1721,973000000.0,19467000000.0,33200000000.0,20792000000.0,10348000000.0,12408000000.0,956000000.0,2915000000.0,-2004000000.0,-2002000000.0,-1383000000.0,-470000000.0,911000000.0,2.9179,0.1612,0.35012048192771,9.4202,2.944,3.1444,37.5644,6.4632,9.4202,2.944,3.1444,40.098,107.29,40.098,2.9179,0.0588,1.4575,0.2492,-2.0962,33200000000.0,39432000000.0,0.1612,-6.4762,0.0346,0.0542,0.0976,Industrials,0,-20.019092258212982
HA,2314879000.0,1020517000.0,569964000.0,775385000.0,245132000.0,113447000.0,68926000.0,68926000.0,1.29,1.1,54023742.0,53591000.0,0.4409,0.119,0.0768,0.03,-0.0539,275296000.0,177687000.0,68926000.0,0.049,0.0298,270653000.0,1673493000.0,2580585000.0,2213352000.0,238068000.0,367233000.0,97609000.0,300430000.0,-425276000.0,-686822000.0,227095000.0,-159297000.0,-124846000.0,0.6079,0.1877,0.89703652466398,5.606,-2.33,5.0503,43.1953,1.2861,5.606,-2.33,5.0503,6.853,45.76600000000001,6.8525,0.6079,0.0495,4.3587,0.2462,-4.3569,2452622000.0,2411742000.0,0.1877,-7.9356,0.1603,0.2983,0.8328,Industrials,1,39.810052108155716
ITW,14484000000.0,5811000000.0,2678000000.0,2923000000.0,2888000000.0,3755000000.0,2946000000.0,2946000000.0,7.33,7.28,390933626.0,390933626.0,0.4012,0.312,0.2765,0.203,0.0886,4512000000.0,4005000000.0,2946000000.0,0.2593,0.2034,3990000000.0,1686000000.0,17465000000.0,10641000000.0,16864965145.436275,6819000000.0,507000000.0,1616000000.0,-333000000.0,110162089.99999987,-2759109880.7495604,372000000.0,1283000000.0,2.556,0.4320000000000001,0.8293157744059501,4.1337,3.282,10.2063,37.0498,7.5358,4.1337,3.282,10.2063,17.442999999999998,28.135,17.4429,2.556,0.0774,0.5485,0.1849,-0.6568,10999000000.0,10903000000.0,0.4320000000000001,-0.8518,0.0412,0.5199,0.1488,Industrials,1,0.15019182831558078
IRM,3117693000.0,1773057000.0,869572000.0,1215473000.0,557584000.0,228844000.0,326119000.0,326119000.0,1.68,1.67,193704227.0,195278000.0,0.5687,0.273,0.157,0.105,0.0499,850713000.0,489561000.0,328746000.0,0.0734,0.1046,159793000.0,2550727000.0,6523265000.0,5653310000.0,-659553000.0,856355000.0,361152000.0,472948000.0,-317438000.0,-479978000.0,19857000.0,5407000.0,155510000.0,2.402,0.3808,0.47793443927236,2.4219,0.7959999999999999,0.8183,15.9654,1.67,2.4219,0.7959999999999999,0.8183,4.385,17.88,4.3853,2.402,0.0435,1.4502,0.2789,-0.879,3491645000.0,7091570000.0,0.3808,-1.6256,0.0215,0.1861,0.1364,Industrials,0,-26.251867792272247
NOC,23979000000.0,5601000000.0,2405000000.0,2405000000.0,3196000000.0,2937000000.0,2069000000.0,2069000000.0,7.464899999999997,7.316999999999998,201999289.0,208800000.0,0.2336,0.154,0.1342,0.086,0.0847,3681000000.0,3219000000.0,2069000000.0,0.1225,0.0863,3863000000.0,2991000000.0,26572000000.0,19337000000.0,12392000000.0,7235000000.0,462000000.0,2593000000.0,-561000000.0,-645000000.0,-2759109880.7495604,-522375466.529576,2032000000.0,1.2416,0.28600000000000003,0.90241607707361,12.4186,9.732,18.501,114.842,9.909,12.4186,9.732,18.501,34.65,67.557,34.6504,1.2416,0.0672,1.2533,0.1003,-1.2143,14106000000.0,10276000000.0,0.28600000000000003,-2.6868,0.0413,0.0317,0.0234,Industrials,1,31.30098287963216
FLT,1199390000.0,929799000.0,281490000.0,363650000.0,566149000.0,512943000.0,368707000.0,368707000.0,4.37,4.24,83831663.0,84317000.0,0.7752,0.541,0.4517,0.307,0.4846,649045000.0,541799000.0,368707000.0,0.4277,0.3074,612213000.0,73563000.0,8524701000.0,5906139000.0,1403905000.0,2618562000.0,107246000.0,608334000.0,-27070000.0,-2594087000.0,1598762540.0,138964000.0,581264000.0,10.3941,0.1408,0.14069584376039002,7.2148,6.8938,7.2608,14.2248,4.3729,7.2148,6.8938,7.2608,31.056,28.764,31.0562,10.3941,0.0294,1.6499,0.2347,-0.2524,2425277000.0,2510163000.0,0.1408,-0.3211,0.3417,0.2899,0.3479,Industrials,0,-4.878212497685946
RXN,2034300000.0,753400000.0,419100000.0,478300000.0,275100000.0,20200000.0,30200000.0,30200000.0,0.31,0.3,98015137.0,98105000.0,0.3703,0.116,0.0636,0.015,0.0683,236200000.0,129300000.0,29600000.0,0.0099,0.0148,339000000.0,423100000.0,3383500000.0,2821400000.0,-281300000.0,562300000.0,106900000.0,190800000.0,-51800000.0,-163800000.0,-210300000.0,-185100000.0,139000000.0,1.3963,0.0537,0.60124131816167,1.9449,0.949,3.4555,20.7359,0.3078,1.9449,0.949,3.4555,5.732,16.719,5.7316,1.3963,0.0107,6.3179,0.206,-0.4846,1640200000.0,2823700000.0,0.0537,-0.528,0.0514,-0.409,0.1075,Industrials,0,-35.14673799465625
OSK,6808200000.0,1182700000.0,624100000.0,679400000.0,503300000.0,434300000.0,309300000.0,309300000.0,3.66,3.61,85013940.0,85013940.0,0.1737,0.093,0.0743,0.045,0.0086,632500000.0,505700000.0,309300000.0,0.0638,0.0454,313800000.0,405500000.0,4586700000.0,2601700000.0,1840100000.0,1985000000.0,126800000.0,170400000.0,-112100000.0,-114800000.0,-476000000.0,-419700000.0,58300000.0,0.5513,0.1558,1.4843351429132,2.0044,4.433,3.6912,80.0833,3.6382,2.0044,4.433,3.6912,23.349,34.151,23.3491,0.5513,0.0829,0.5509,0.0917,-0.8841,2903300000.0,2172900000.0,0.1558,-1.3186,-0.0076,-0.0194,-0.0047,Industrials,0,-17.90620030554819
AMN,1036027000.0,316117000.0,232221000.0,248214000.0,67903000.0,58666000.0,33217000.0,33217000.0,0.71,0.69,46631739.0,46504000.0,0.3051,0.081,0.0655,0.032,0.0082,83896000.0,67903000.0,33217000.0,0.0566,0.0321,32640000.0,32880000.0,680731000.0,424150000.0,-178058000.0,256581000.0,15993000.0,27678000.0,-19134000.0,-28228000.0,-2099000.0,-2507000.0,8544000.0,0.8822,0.1295,1.5219330396295,0.5952,0.184,0.7019,22.2782,0.7143,0.5952,0.184,0.7019,5.517,8.039,5.5174,0.8822,0.0362,0.8332,0.2241,-1.1964,373827000.0,324082000.0,0.1295,-0.4114,0.0634,0.0367,0.0367,Industrials,1,61.46645853455714
PCAR,18997000000.0,3515400000.0,561400000.0,1380900000.0,2134500000.0,2017600000.0,1358800000.0,1358800000.0,3.83,3.82,354104279.0,355000000.0,0.1851,0.162,0.1132,0.07200000000000001,0.0309,3069000000.0,2151300000.0,1358800000.0,0.1062,0.0715,1737600000.0,5553800000.0,20618800000.0,13865600000.0,6863800000.0,6753200000.0,917700000.0,2123600000.0,-1537300000.0,-1531900000.0,-520500000.0,-12500000.0,586300000.0,1.2677,0.2012,0.92134362814519,5.982,1.652,4.8946,53.5127,3.8276,5.982,1.652,4.8946,19.023,58.081,19.0231,1.2677,0.0563,1.5628,0.0296,-1.6752,20618800000.0,24460200000.0,0.2012,-4.3304,0.0907,0.1623,0.1679,Industrials,0,-27.2534587251428
IR,12891400000.0,3908600000.0,2503900000.0,2503900000.0,1404700000.0,1225400000.0,931700000.0,931700000.0,3.44,3.4,265471878.0,265471878.0,0.3032,0.138,0.1125,0.07200000000000001,0.0585,1783100000.0,1450700000.0,950400000.0,0.0951,0.0723,1705200000.0,1477000000.0,17298500000.0,11253100000.0,6540800000.0,5987400000.0,332400000.0,973200000.0,-219100000.0,-197000000.0,-859500000.0,-232000000.0,754100000.0,1.3054,0.1556,0.74523224557043,3.6659,2.841,6.4233,48.5603,3.5096,3.6659,2.841,6.4233,22.554,30.605,22.5538,1.3054,0.0543,1.0445,0.1942,-0.6591,8124800000.0,6977900000.0,0.1556,-0.8253,0.0773,0.3351,0.2712,Industrials,0,-10.898064892836175
TISI,749527000.0,257993000.0,171455000.0,189528000.0,68465000.0,46091000.0,29855000.0,29855000.0,1.46,1.4,20444701.0,20444701.0,0.2961,0.094,0.0653,0.04,0.0265,70410000.0,65352000.0,30149000.0,0.0615,0.0398,34656000.0,89961000.0,484941000.0,167896000.0,202032000.0,311367000.0,19664000.0,52861000.0,-33016000.0,-40609000.0,-9643000.0,11724000.0,32575000.0,1.0548,0.0959,1.5456045168381,2.5856,0.971,1.6951,36.6612,1.4603,2.5856,0.971,1.6951,15.23,17.005,15.2297,1.0548,0.0378,1.7706,0.2288,-1.5379,395792000.0,311587000.0,0.0959,-1.6149,0.1626,0.3353,0.3568,Industrials,0,-20.17982429146573
HMSY,443225000.0,115275000.0,81071000.0,81071000.0,34204000.0,26330000.0,13947000.0,13947000.0,0.16,0.16,87787531.0,87673000.0,0.2601,0.198,0.0773,0.031,0.1678,87859000.0,34261000.0,13947000.0,0.0594,0.0315,133116000.0,116027000.0,880988000.0,347898000.0,263947000.0,533090000.0,53598000.0,100556000.0,-26201000.0,-26201000.0,-34605000.0,39750000.0,74355000.0,4.1871,0.0262,0.5030999287164001,1.1469,0.848,1.5183,5.0554,0.1591,1.1469,0.848,1.5183,6.08,5.075,6.0804,4.1871,0.0076,7.2099,0.1829,-0.4888,444942000.0,418274000.0,0.0262,-0.2988,-0.1899,-0.561,-0.5568,Industrials,0,-43.2121472041323
KSU,2577100000.0,1580000000.0,474500000.0,770900000.0,809100000.0,711400000.0,502600000.0,502400000.0,4.56,4.55,110360358.0,110163000.0,0.6131,0.404,0.3043,0.195,-0.025,1042300000.0,784200000.0,504300000.0,0.276,0.195,348000000.0,7154700000.0,7976400000.0,3912300000.0,2801700000.0,3755500000.0,258100000.0,906000000.0,-970300000.0,-982900000.0,-4600000.0,-81500000.0,-64300000.0,5.2257,0.1338,0.32309061732109995,8.2242,-0.584,3.159,23.3935,4.5623,8.2242,-0.584,3.159,34.09,72.405,34.0904,5.2257,0.0374,1.8033,0.1841,-3.7594,7976400000.0,9031000000.0,0.1338,-8.8079,0.1258,0.2442,0.0955,Industrials,0,-37.08982211407682
GLOG,328679000.0,250209000.0,34154000.0,104849000.0,145360000.0,42161000.0,42161000.0,42161000.0,0.54,0.54,62863166.0,62863166.0,0.7613,0.561,0.3461,0.128,-3.5049,184435000.0,113740000.0,50765000.0,0.1283,0.1283,234800000.0,2952293000.0,3269971000.0,2016934000.0,29689000.0,929391000.0,70695000.0,212299000.0,-1364283000.0,-1386656000.0,1346762000.0,108176000.0,-521140520.0000001,3.8921,0.0454,0.10051434706913,3.3772,-18.3253,3.7351,5.2285,0.6707,3.3772,-18.3253,3.7351,14.784,51.86600000000001,14.7843,3.8921,0.0265,5.0354,0.1039,-8.70119,3260460000.0,4719575000.0,0.0454,-21.7024,1.0455,0.3416,1.0358,Industrials,0,-57.20665897488616
JBHT,6165441000.0,2368911000.0,1361811000.0,1737369000.0,631542000.0,604601000.0,374792000.0,374792000.0,3.2,3.16,117154271.0,117000000.0,0.3842,0.15,0.1024,0.061,-0.0021,926125000.0,631629000.0,374792000.0,0.0981,0.0608,5961000.0,2482532000.0,3378486000.0,2173963000.0,2555972000.0,1204523000.0,294496000.0,646779000.0,-659710000.0,-659681000.0,13032000.0,130000.0,-12931000.0,1.6009,0.3112,1.8249124015905,5.528,-0.111,0.0509,52.6961,3.2034,5.528,-0.111,0.0509,10.295,28.68,10.2951,1.6009,0.038,1.7257,0.2209,-2.2401,3355600000.0,3512108000.0,0.3112,-5.6385,0.1345,0.0951,0.0951,Industrials,0,-10.934886976557557
EXPD,6564721000.0,1981427000.0,1103454000.0,1386779000.0,594648000.0,608317000.0,376888000.0,376888000.0,1.92,1.92,193030610.0,196147000.0,0.3018,0.1,0.0927,0.057,0.0503,657609000.0,608317000.0,379460000.0,0.0927,0.0574,927107000.0,538415000.0,2890905000.0,1019297000.0,1903196000.0,1868408000.0,49292000.0,394966000.0,-64573000.0,-78911000.0,-605534000.0,-320545000.0,330393000.0,1.3117,0.2017,2.2708186536742003,2.0136,1.6840000000000002,4.7266,33.4684,1.9215,2.0136,1.6840000000000002,4.7266,9.526,14.698,9.5255,1.3117,0.043,1.048,0.1681,-1.31,2882978000.0,972088000.0,0.2017,-0.3292,0.0524,0.0651,0.0771,Industrials,1,3.069479230324674
WERN,2139289000.0,1020544000.0,598226000.0,860456000.0,160088000.0,161774000.0,98650000.0,98650000.0,1.37,1.36,71863626.0,72122000.0,0.477,0.159,0.076,0.046,-0.0027,339639000.0,162655000.0,98650000.0,0.0756,0.0461,22604000.0,1013782000.0,1480462000.0,646602000.0,915085000.0,833860000.0,176984000.0,206565000.0,-212294000.0,-203487000.0,-3668000.0,-1074000.0,-5729000.0,1.0464,0.1183,1.4450144617018,2.8641,-0.079,0.3134,29.6621,1.3678,2.8641,-0.079,0.3134,11.562,20.527,11.5618,1.0464,0.044,2.0939,0.2796,-1.1995,1480462000.0,1346328000.0,0.1183,-2.9435,0.0919,0.1441,0.1457,Industrials,0,-24.22315890891122
HCSG,1293183000.0,137890000.0,107810000.0,107810000.0,30080000.0,31708000.0,21850000.0,21850000.0,0.31,0.31,70671000.0,70616000.0,0.1066,0.03,0.0245,0.017,0.0402,38977000.0,31708000.0,21850000.0,0.0245,0.0169,75280000.0,12772000.0,469579000.0,193749000.0,100237000.0,275830000.0,7269000.0,57730000.0,-5712000.0,-6460000.0,-40145000.0,11125000.0,52018000.0,1.6903,0.0792,2.6762641560515705,0.8175,0.737,1.0659999999999998,18.3129,0.3094,0.8175,0.737,1.0659999999999998,3.906,5.732,3.9061,1.6903,0.01,2.6421,0.0834,-0.7858,404792000.0,211553000.0,0.0792,-0.0809,-0.1092,-0.5231,-0.5209,Industrials,1,15.522262523515757
CP,5697074010.327,3648020654.0448,1160068846.8158,1635111876.0757,2012908777.969,1753872633.3907,1270223752.1515,1270223752.1515,7.3494,7.2806,150990764.1997,148709122.2031,0.6403,0.3735,0.3505,0.1919,0.1097,2471600688.4682,1996557659.2083,1270223752.1515,0.3079,0.223,194492254.7332,12425129087.7797,14242685025.8176,9414802065.4045,4826161790.0172,4827882960.4131,475043029.2599,1827022375.2151,-1202237521.5146,-999139414.8021,-1402753872.6334,-522375466.529576,624784853.7005,4.395,0.2631,0.4,14.2759,4.8819,1.5197,44.5157,9.9252,14.2759,4.8819,1.5197,27.9389,81.5465,37.724,4.395,0.0381,1.4383,0.2036,-2.5308,14091222030.9811,17638554216.8675,0.2631,-9.394,0.022,0.5141,0.5083,Industrials,0,-31.724254248272
PNR,4666800000.0,1620500000.0,985600000.0,1082000000.0,538500000.0,329200000.0,214900000.0,214900000.0,1.13,1.11,186794220.0,190600000.0,0.3472,0.116,0.0857,0.046,0.1986,540400000.0,400100000.0,214900000.0,0.0705,0.046,110400000.0,950000000.0,10655200000.0,5991400000.0,2044000000.0,4663800000.0,140300000.0,1008400000.0,-81800000.0,-128300000.0,-995100000.0,-145600000.0,926600000.0,1.7855,0.0461,0.43798333208199,5.2907,4.8610000000000015,0.5792,24.4848,1.1275,5.2907,4.8610000000000015,0.5792,24.469,22.588,24.469,1.7855,0.0253,4.6924,0.2112,-0.583,4305200000.0,5559400000.0,0.0461,-0.4292,-0.3163,-0.493,-0.2748,Industrials,0,-23.309235672103487
NAT,351049000.0,89119000.0,14863000.0,93894000.0,-4775000.0,-13119000.0,-13166000.0,-13166000.0,-0.15,-0.15,75382001.0,85401179.0,0.2539,0.227,-0.0025,-0.038,-0.0472,79656000.0,-875000.0,-13166000.0,-0.0374,-0.0375,100736000.0,909992000.0,1175860000.0,286949000.0,-13166000.0,888911000.0,80531000.0,57479000.0,-74053000.0,-81685000.0,59364000.0,35158000.0,-16574000.0,2.1452,-0.0148,0.29854659568316,0.6729999999999999,-0.875,1.1796,4.1106,-0.1542,0.6729999999999999,-0.875,1.1796,10.409,13.546,10.4087,2.1452,-0.015,-4.3657,0.0423,-0.9196,1156881000.0,1282110000.0,-0.0148,-0.8671,2.2457080000000005,0.9907,0.949,Industrials,1,68.34237392332065
MLHR,1882000000.0,631000000.0,564300000.0,656700000.0,-25700000.0,-43300000.0,-22100000.0,-22100000.0,-0.37,-0.37,59238912.0,59238912.0,0.3353,-0.014,-0.0137,-0.012,0.0262,-25700000.0,-25700000.0,-22100000.0,-0.023,-0.0117,101500000.0,195200000.0,990900000.0,618800000.0,277400000.0,372100000.0,0.0,90100000.0,-40800000.0,-48200000.0,-22400000.0,18800000.0,49300000.0,0.9877,-0.0594,1.899283479665,1.521,1.472,1.7134,31.7697,-0.3731,1.521,1.472,1.7134,6.2810000000000015,11.438,6.2813,0.9877,-0.0118,-4.0769,0.2998,0.0,677600000.0,470000000.0,-0.0594,-0.6887,0.0426,-1.2248,-1.2237,Industrials,0,-0.03901661098091934
FAST,3733507000.0,1897402000.0,1110776000.0,1109812000.0,787590000.0,787434000.0,494150000.0,494150000.0,0.835,0.83,592881588.0,592980000.0,0.5082,0.23,0.2112,0.132,0.0846,860494000.0,788349000.0,494150000.0,0.2109,0.1324,114496000.0,763889000.0,2359102000.0,443885000.0,1886350000.0,1915217000.0,72145000.0,499392000.0,-183655000.0,-188781000.0,-249732000.0,55990000.0,315737000.0,3.7763,0.258,1.5825966829751,0.8422,1.065,0.1931,6.2962,0.8333,0.8422,1.065,0.1931,3.23,3.978,3.2298,3.7763,0.0351,1.0106,0.2975,-2.5456,2359102000.0,1959253000.0,0.258,-0.3097,0.1035,0.1048,0.1051,Industrials,0,-11.514871224616561
BR,2558000000.0,796600000.0,378400000.0,378400000.0,418200000.0,395500000.0,263000000.0,263000000.0,2.2,2.12,120670338.0,119600000.0,0.3114,0.193,0.1546,0.103,0.1358,492900000.0,395500000.0,263000000.0,0.1546,0.1028,347600000.0,88300000.0,2192100000.0,1230400000.0,973900000.0,961700000.0,97400000.0,387700000.0,-40300000.0,-150300000.0,-158900000.0,81600000.0,347400000.0,1.9643,0.2735,1.1669175676291998,3.2416,1.805,2.9064,21.388,2.199,3.2416,1.805,2.9064,8.041,10.084,8.041,1.9643,0.0528,1.4741,0.1479,-0.4138,1206000000.0,898100000.0,0.2735,-0.337,0.2015,0.2237,0.2939,Industrials,1,17.828946226118646
XPO,2356600000.0,381600000.0,422500000.0,422500000.0,-40900000.0,-89700000.0,-63600000.0,-107400000.0,-2.0,-2.0,64448865.0,53600000.0,0.1619,0.024,-0.0177,-0.046,-0.028,56600000.0,-41700000.0,-63600000.0,-0.0381,-0.027000000000000003,644100000.0,221900000.0,2749400000.0,1094300000.0,-219100000.0,1655100000.0,98300000.0,-21300000.0,-44600000.0,-858300000.0,1502200000.0,622600000.0,-65900000.0,1.118,-0.0384,0.8571324652651501,-0.3974,-1.229,12.0168,43.9664,-1.1866,-0.3974,-1.229,12.0168,30.879,27.586,30.8787,1.118,-0.0489,0.1983,0.1793,-0.4537,1478600000.0,1035500000.0,-0.0384,-0.8321,2.2457080000000005,0.2102,0.2254,Industrials,0,-32.931333291584174
AGCO,9723700000.0,2066300000.0,995400000.0,1419800000.0,646500000.0,598100000.0,410400000.0,410400000.0,4.39,4.36,91978375.0,93400000.0,0.2125,0.096,0.0675,0.042,0.0144,936900000.0,656500000.0,404200000.0,0.0615,0.0422,363700000.0,1530400000.0,7368800000.0,3871900000.0,3771600000.0,3448500000.0,280400000.0,438400000.0,-298700000.0,-432900000.0,-662000000.0,-522375466.529576,139700000.0,0.4276,0.119,1.319577136033,4.6938,1.496,3.894,104.1081,4.394,4.6938,1.496,3.894,36.922,60.195,36.9218,0.4276,0.0971,1.0682,0.1024,-1.0653,5622200000.0,4133500000.0,0.119,-3.1981,-0.1357,-0.2815,-0.2822,Industrials,1,1.7805515219365065
CAR,8485000000.0,1956000000.0,1080000000.0,1299000000.0,657000000.0,392000000.0,245000000.0,245000000.0,2.32,2.22,106244995.0,106244995.0,0.2305,0.309,0.0708,0.029,0.0222,2621000000.0,601000000.0,245000000.0,0.0462,0.0289,624000000.0,10853000000.0,16842000000.0,16177000000.0,-1424843000.0,665000000.0,1960250000.0000043,2579000000.0,-2391000000.0,-2807000000.0,182000000.0,-69000000.0,188000000.0,0.8306,0.3684,0.5038000237501501,24.2741,1.769,5.8732,79.8626,2.306,24.2741,1.769,5.8732,6.259,142.256,6.2591,0.8306,0.035,9.1763,0.1273,-1.1837,15114000000.0,24380000000.0,0.3684,-22.5046,0.094,0.8492,0.3919,Industrials,0,-45.64923956859926
URI,5685000000.0,2432000000.0,758000000.0,1041000000.0,1391000000.0,850000000.0,540000000.0,540000000.0,5.54,5.15,99808171.0,99808171.0,0.4278,0.457,0.2471,0.095,0.098,2599000000.0,1405000000.0,540000000.0,0.1495,0.095,158000000.0,6446000000.0,12129000000.0,10331000000.0,503000000.0,1796000000.0,1194000000.0,1801000000.0,-1244000000.0,-2000000000.0,196000000.0,-17000000.0,557000000.0,1.7909,0.3007,0.46871135295573,18.0446,5.581,1.5830000000000002,56.9593,5.4104,18.0446,5.581,1.5830000000000002,17.995,77.65899999999998,17.9945,1.7909,0.0543,3.3352,0.1333,-1.0419,7751000000.0,14077000000.0,0.3007,-12.4639,0.224,0.2973,0.2904,Industrials,0,-29.97393234872233
MCO,3334300000.0,3334300000.0,1799600000.0,1895200000.0,1439100000.0,1443700000.0,988700000.0,988700000.0,4.69,4.61,208600000.0,210700000.0,1.0,0.4970000000000001,0.468,0.297,0.2831,1656100000.0,1560500000.0,1006000000.0,0.433,0.2965,1219500000.0,302300000.0,4669000000.0,4626100000.0,6044300000.0,-41139500.0,95600000.0,1018600000.0,-74600000.0,-564900000.0,-1064500000.0,-522375466.529576,944000000.0,5.9941,-1.278135,0.71413578924823,4.8344,4.48,5.7879,15.8249,4.6925,4.8344,4.48,5.7879,-0.8909999999999999,15.673,-0.8913,5.9941,0.049,1.0302,0.5397,-0.7803,3302400000.0,3430500000.0,-1.27818,-0.3541,0.1217,0.2487,0.1656,Industrials,1,6.009317672386112
KBR,6366000000.0,0.0,239000000.0,892000000.0,-97836600.0,-136172940.0,-142071800.0,-147297760.0,-8.66,-8.66,145078983.0,146000000.0,0.0,-0.121,-0.1321,-0.198,0.0184,-62411800.0,-91950040.0,-147987600.0,-0.1321,-0.1982,970000000.0,247000000.0,4078000000.0,3143000000.0,439000000.0,942000000.0,72000000.0,170000000.0,-53000000.0,-44000000.0,-210000000.0,-136000000.0,117000000.0,0.3863,-1.278135,1.5610593428151,1.1644,0.8009999999999999,6.6438,43.6027,-8.6438,1.1644,0.8009999999999999,6.6438,6.452000000000001,25.432,6.4521,0.3863,-0.5109,-0.1347,0.0375,-0.7361,3713000000.0,838000000.0,-1.27818,-0.363,-0.579278,-3.684956,-3.754263,Industrials,1,1.6384400558977568
FISV,5066000000.0,2185000000.0,975000000.0,975000000.0,1210000000.0,1138000000.0,754000000.0,754000000.0,1.515,1.49,487932162.0,497200000.0,0.4313,0.337,0.257,0.149,0.2004,1706000000.0,1302000000.0,754000000.0,0.2246,0.1488,294000000.0,317000000.0,9308000000.0,6013000000.0,7352000000.0,3295000000.0,404000000.0,1307000000.0,-292000000.0,-286000000.0,-1126000000.0,-105000000.0,1015000000.0,3.4177,0.2288,0.5442629995702599,2.6287,2.041,0.5913,10.1891,1.5165,2.6287,2.041,0.5913,6.627000000000002,4.216,6.6271,3.4177,0.0427,1.7334,0.1925,-0.7228,2096000000.0,4106000000.0,0.2288,-0.5873,0.0721,0.1431,0.1404,Industrials,1,29.51004747574761
SAVE,1931580000.0,943773000.0,538486000.0,588510000.0,355263000.0,352994000.0,225464000.0,225464000.0,3.1,3.08,72766894.0,72766894.0,0.4886,0.208,0.1842,0.117,-0.021,402712000.0,355741000.0,225464000.0,0.1827,0.1167,632784000.0,225375000.0,1592753000.0,589678000.0,481534000.0,1003075000.0,46971000.0,261830000.0,-302371000.0,-303689000.0,144012000.0,102153000.0,-40541000.0,2.8473,0.2248,1.2127304108044,3.5982,-0.557,8.696,26.5448,3.0984,3.5982,-0.557,8.696,13.785,21.888,13.7848,2.8473,0.041,1.1613,0.2788,-6.4374,1592753000.0,740008000.0,0.2248,-4.1553,0.1959,0.2587,0.2585,Industrials,0,-46.32273757975333
