,Revenue,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,returnOnEquity,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,ROE,Gross Profit Growth,Operating Income Growth,Operating Cash Flow growth,Sector,Class,2016 PRICE VAR [%]
PSA,2381696000.0,1746194000.0,88177000.0,514185000.0,1232009000.0,1311244000.0,1311244000.0,1053050000.0,6.1,6.07,173155582.0,172699000.0,0.7332,0.5508,0.570911,1737862000.0,1311854000.0,1317689000.0,0.5506,0.4685579999999999,104285000.0,104285000.0,104285000.0,8557713000.0,9778232000.0,261578000.0,580594000.0,-434610000.0,9170641000.0,261578000.0,426008000.0,1748279000.0,-294072000.0,-456135000.0,-1391283000.0,-99457000.0,1454207000.0,18.0084,0.14300000000000002,0.24357123046375,0.39867649420058,0.39867649420058,0.39867649420058,18.0084,0.0246,1.6602,-0.6903,9566774000.0,-476309000.0,9781505000.0,0.14300000000000002,0.1165,0.1673,0.0903,Real Estate,0,-5.608619261926194
COR,333292000.0,231343000.0,50109000.0,167259000.0,64084000.0,34869000.0,34706000.0,26368000.0,1.05,1.03,26643508.0,25218500.0,0.6941,0.1259,0.0451,137669000.0,41967000.0,56859000.0,0.1046,0.1041,6854000.0,6854000.0,51087000.0,1010916000.0,1162543000.0,103887000.0,536238000.0,-88891000.0,416117000.0,20170000.0,95702000.0,142573000.0,-127533000.0,-127533000.0,-18848000.0,-3808000.0,15040000.0,4.5342,0.0834,0.28669219117056,0.49175546507263,0.18374772589448,0.065975531105913,4.5342,0.0185,5.407,-1.3326,1116638000.0,-485151000.0,1500791000.0,0.0834,0.2194,0.4503,0.4327,Real Estate,1,48.04901329592153
PEI,425411000.0,255364000.0,36923000.0,325996000.0,-70632000.0,-116683000.0,-116683000.0,-132531000.0,-1.93,-1.93,69190692.0,68740000.0,0.6003,-0.0837,0.246,109667000.0,-35587000.0,-129567000.0,-0.2743,-0.2743,22855000.0,22855000.0,189423000.0,2352242000.0,2800392000.0,212932000.0,2015762000.0,-912221000.0,629261000.0,212932000.0,145254000.0,135661000.0,-31004000.0,-379099000.0,225860000.0,-17578000.0,104657000.0,3.557,-0.1854,0.15191123242746,0.88959386095091,0.29670974771288,0.10733473597205,3.557,-0.0882,-1.0236,-0.2134,2778144000.0,-1826339000.0,4542416000.0,-0.1854,0.0122,-2.6479,-0.0649,Real Estate,0,-5.804799282722668
AKR,199063000.0,140581000.0,30368000.0,96119000.0,44462000.0,67495000.0,65708000.0,65708000.0,0.94,0.94,69021576.0,69021576.0,0.7062,0.5264,-1.1078,165543000.0,104792000.0,149970000.0,0.3391,0.3301,110060000.0,8074379385.342812,803038000.0,2437580000.0,3032319000.0,90820000.0,1510965000.0,12642000.0,1100488000.0,0.0,60751000.0,113598000.0,-334120000.0,-354503000.0,96101000.0,-144804000.0,-220522000.0,11.4942,0.0597,0.065647116942512,8.842083241576699,14.917640943415817,1.2118476106584,11.4942,0.0284,1.7288,-5.4998,3032319000.0,-707927000.0,4280865000.0,0.0597,0.0982,-0.127,0.3766,Real Estate,1,4.61646831143463
FRT,744012000.0,510595000.0,35645000.0,210441000.0,300154000.0,210219000.0,210219000.0,209678000.0,3.04,3.03,69423577.0,68797000.0,0.6863,0.4069,0.1163,477568000.0,302772000.0,218424000.0,0.2825,0.2825,21046000.0,21046000.0,306530000.0,4490365000.0,4896559000.0,212870000.0,2977312000.0,-724701000.0,1663749000.0,62238000.0,174796000.0,369046000.0,-282533000.0,-353763000.0,-42188000.0,-26905000.0,86513000.0,13.6326,0.1264,0.15194588689731,1.4399868464321002,0.61750364071969,0.09886785361958,13.6326,0.0208,1.7601,-1.6164,4896559000.0,-2670782000.0,7502729000.0,0.1264,0.0768,0.1074,0.0662,Real Estate,1,0.6346613246871019
IRT,109576000.0,59621000.0,7790000.0,49439000.0,10182000.0,28242000.0,28242000.0,28242000.0,0.78,0.78,47070678.0,36153673.0,0.5441,0.4727,0.0893,79889000.0,51795000.0,30156000.0,0.2577,0.2577,43714000.0,43714000.0,47076000.0,1332377000.0,1383188000.0,23549000.0,993158000.0,-14500000.0,364150000.0,4245000.0,28094000.0,18725000.0,-8941000.0,-153466000.0,158279000.0,23538000.0,9784000.0,3.2261,0.0776,0.07921988912570098,1.9990657777400005,1.9990657777400005,1.8562996305576,3.2261,0.1039,0.6629999999999999,-0.3183,1379453000.0,-946082000.0,2302350000.0,0.0776,1.3130000000000002,0.1921,0.1909,Real Estate,1,30.592681446504674
ESS,1194407000.0,830899000.0,40090000.0,499725000.0,331174000.0,232120000.0,232120000.0,226865000.0,3.5,3.49,66035140.0,64871717.0,0.6957,0.3658,-0.1776,890370000.0,436947000.0,248239000.0,0.1943,0.1943,123055000.0,153055000.0,204749000.0,10650782000.0,12008384000.0,307152000.0,5625909000.0,-797329000.0,6237733000.0,133784000.0,453423000.0,618168000.0,-830249000.0,-725556000.0,107456000.0,4073000.0,-212081000.0,13.2363,0.0372,0.099464424188967,0.66660480804292,0.5610902745220601,0.400632260249,13.2363,0.0146,2.7248,-1.8311,12008384000.0,-5421160000.0,17204086000.0,0.0372,0.262,0.6434,0.2531,Real Estate,1,0.7932396520067377
HT,470385000.0,178417000.0,20515000.0,96024000.0,82393000.0,38655000.0,41796000.0,27440000.0,0.56,0.56,46041084.0,47786811.0,0.3793,0.1748,-0.0477,157711000.0,82212000.0,42207000.0,0.0822,0.0889,27955000.0,27955000.0,77301000.0,1831119000.0,1962649000.0,84293000.0,1254494000.0,-408274000.0,678039000.0,16278000.0,75499000.0,121817000.0,-144271000.0,-143909000.0,28372000.0,6280000.0,-22454000.0,2.1299,0.0616,0.23966842772192,0.91705123794384,0.51799081774287,0.33164082426772995,2.1299,0.0257,4.4394,-1.9109,1949260000.0,-1177193000.0,3091269000.0,0.0616,0.1342,0.0226,0.079,Real Estate,1,9.57299916647461
WPC,938383000.0,784809000.0,124798000.0,427255000.0,357554000.0,209879000.0,172258000.0,172258000.0,1.62,1.61,104403517.0,105675692.0,0.8363,0.4307,-0.2164,692040000.0,404205000.0,185227000.0,0.2237,0.1836,157227000.0,157227000.0,1095864000.0,5767498000.0,8742089000.0,694772000.0,5165717000.0,-738652000.0,3427243000.0,0.0,287835000.0,508541000.0,-711584000.0,-645185000.0,121273000.0,-41456000.0,-203043000.0,6.5643,0.0503,0.10734081979719,1.5773001790515,0.31585181901401,0.22630013875055,6.5643,0.0275,2.9522,-2.4722,6682360000.0,-4069853000.0,11005342000.0,0.0503,0.1401,0.3191,0.2742,Real Estate,1,6.641651647268548
PCH,575336000.0,105299000.0,46392000.0,46392000.0,58907000.0,26146000.0,31714000.0,31714000.0,0.78,0.77,40677586.0,40842000.0,0.183,0.1024,0.054000000000000006,97012000.0,58907000.0,31714000.0,0.0454,0.0551,7925000.0,7925000.0,70753000.0,891884000.0,1016612000.0,80720000.0,812876000.0,-72983000.0,203736000.0,5973000.0,38105000.0,74014000.0,-42962000.0,-33589000.0,-56517000.0,-16092000.0,31052000.0,2.138,0.1557,0.56593469288185,0.877,0.26443260654113004,0.098178889990089,2.138,0.0258,2.3338,-1.1275,1016612000.0,-742123000.0,1561848000.0,0.1557,-0.4056,-0.5554,-0.4366,Real Estate,1,48.08943298006357
CLDT,276950000.0,199764000.0,32778000.0,115494000.0,84270000.0,33226000.0,32966000.0,32966000.0,0.87,0.86,38308018.0,37917871.0,0.7213,0.2208,-0.3897,109934000.0,61150000.0,33178000.0,0.12,0.119,40309000.0,40309000.0,49794000.0,1258452000.0,1337229000.0,35024000.0,640227000.0,-27281000.0,692871000.0,2703000.0,48784000.0,81842000.0,-189778000.0,-182363000.0,106480000.0,5959000.0,-107936000.0,2.8328,0.0476,0.2071073840008,1.4217108268616,1.2774668798538,1.150896528095,2.8328,0.0425,2.4826,-3.8902,1337229000.0,-590433000.0,1902123000.0,0.0476,0.4223,0.7727,0.6599,Real Estate,1,10.779977249357808
SRG,113571000.0,41335000.0,91444324.49129799,209094000.0,-21437000.0,-42631000.0,134370313.25782648,125138549.13276017,-0.71,-0.71,33000000.0,108709033.21209286,0.364,0.2429,-0.47180601363636365,360800681.4154346,27592000.0,145773403.73160267,-0.3754,0.014864479784732746,155000000.0,155000000.0,188237000.0,1639000000.0,2833359000.0,90262000.0,1263282000.0,-38000000.0,886695000.0,76469000.0,66000000.0,18000000.0,0.0,-2730000000.0,1713073796.227385,63000000.0,51243501.62736424,6.9354,0.06118254090909093,0.040083519243414,2.0854512419401003,1.8280117879063,1.7172231946999,6.9354,-0.0243,1.783010199095025,0.0,307900000.0,-1075045000.0,7958014588.396803,0.061190409090909025,0.20820552995391706,0.34746958525345617,0.33257072350230404,Real Estate,1,9.740503072667028
GNL,205332000.0,171985000.0,25828000.0,138776000.0,33209000.0,3824000.0,-2065000.0,-2065000.0,-0.04,-0.04,56312155.0,58103298.0,0.8376,0.1884,-0.6362,128758000.0,38688000.0,-2015000.0,0.0186,-0.0101,73257000.0,73257000.0,117598000.0,2028010000.0,2540522000.0,747834253.0,1320403000.0,-272812000.0,1205393000.0,5462253.0,90070000.0,102155000.0,-232797000.0,-222279000.0,118819000.0,-1305000.0,-130642000.0,6.5408,-0.0017,0.08082276004695099,0.15725142239506,0.09814073065733198,0.097958872178057,6.5408,-0.0017,-6.936654,-2.5846,2019240000.0,-1202805000.0,3188207000.0,-0.0017,1.032,1.7624,5.115931999999994,Real Estate,1,0.9349541460817922
DEA,71378000.0,51055000.0,8892000.0,46332000.0,4723000.0,-1284000.0,-1284000.0,-1284000.0,-0.06,-0.06,24168379.0,21430016.0,0.7153,0.0517,-1.9711,36575000.0,3688000.0,-5371000.0,-0.018000000000000002,-0.018000000000000002,9912000.0,9912000.0,20688000.0,772007000.0,912047000.0,9346000.0,292153000.0,-14745000.0,377263000.0,0.0,32887000.0,29950000.0,-170641000.0,-164552000.0,111341000.0,-23261000.0,-140691000.0,5.8171,-0.0034,0.078261317673322,2.2135673015194,2.0521078536272,1.0605606676653,5.8171,-0.0035,-6.936654,-5.1887,795462000.0,-271465000.0,1023752000.0,-0.0034,1.7961,2.3076,2.3373,Real Estate,1,25.089838222358214
AAT,275623000.0,177617000.0,20074000.0,83466000.0,94151000.0,38509000.0,38509000.0,38509000.0,0.87,0.86,45346302.0,44439112.0,0.6444,0.3112,-0.0416,149161000.0,85769000.0,53915000.0,0.1397,0.1397,51548000.0,51548000.0,101824000.0,1834862000.0,1974289000.0,31821000.0,1145362000.0,-64066000.0,799562000.0,0.0,63392000.0,110460000.0,-121915000.0,-126376000.0,-2887000.0,-18803000.0,-11455000.0,6.3095,0.0482,0.13960620760182998,3.1998994374784,1.8561955941045,1.6199365199082,6.3095,0.0227,2.8684,-1.9232,1974289000.0,-1043538000.0,2978354000.0,0.0482,0.0524,0.1253,0.0459,Real Estate,1,17.47498310464665
NSA,133919000.0,88507000.0,16265000.0,56916000.0,31591000.0,12627000.0,12440000.0,12440000.0,0.8,0.17,23017000.0,15463000.0,0.6609,0.2494,-0.934,74057000.0,33406000.0,4796000.0,0.0943,0.0929,9377000.0,8074379385.342812,12519000.0,1079101000.0,1099049000.0,8722000.0,583002000.0,11000.0,236633000.0,0.0,40651000.0,50334000.0,-175408000.0,-175408000.0,123322000.0,-1752000.0,-125074000.0,2.9442,0.0526,0.12184989022327,1.4353359321256998,14.917640943415817,1.0750974547122,2.9442,0.0467,4.0461,-4.315,1099049000.0,-570483000.0,1657467000.0,0.0526,0.8042,0.8493,2.0648,Real Estate,1,37.35023979347874
WSR,93416000.0,62081000.0,20312000.0,40258000.0,21823000.0,7121000.0,6749000.0,6749000.0,0.25,0.24,26985799.0,24631000.0,0.6646,0.2358,0.251,41792000.0,22031000.0,6865000.0,0.0762,0.0722,2708000.0,8074379385.342812,27514000.0,745958000.0,782085000.0,31268000.0,535094000.0,-116895000.0,242974000.0,7217000.0,19761000.0,36169000.0,-12719000.0,-160173000.0,122344000.0,-1649000.0,23450000.0,3.4694,0.0278,0.11944481737919,0.87994115389536,14.917640943415817,0.08660611487783,3.4694,0.0208,5.3592,-0.6436,782085000.0,-507580000.0,1277332000.0,0.0278,0.3144,0.2119,0.4358,Real Estate,1,33.37505981019042
RWT,189158000.0,189158000.0,97416000.0,97416000.0,91742000.0,91742000.0,102088000.0,102088000.0,1.2,1.18,82124371.0,82945103.0,1.0,0.485,-6.6093,92566000.0,91742000.0,102088000.0,0.485,0.4685579999999999,225796000.0,445796000.0,5150938000.0,0.0,6220047000.0,1957284000.0,5073782000.0,-642466000.0,1146265000.0,1957284000.0,824000.0,-80508630.0,0.0,142097481.41721565,337464000.0,-49501000.0,-387838353.8000001,5.7309,0.0891,0.03041102422538,2.6316763433411,0.2277625525984,0.11536189944842,5.7309,0.0909,-6.936654,0.0,6220047000.0,77156000.0,10926406000.0,0.0891,-0.0119,-0.0945,0.302,Real Estate,1,19.72731763967345
FSP,243867000.0,143317000.0,13291000.0,104650000.0,38667000.0,35447000.0,35014000.0,35014000.0,0.35,0.35,100187405.0,100187000.0,0.5877,0.2496,0.4112,154305000.0,60879000.0,35014000.0,0.1454,0.1436,18186000.0,18186000.0,76202000.0,1510108000.0,1919015000.0,53215000.0,983359000.0,-330799000.0,935656000.0,3726000.0,93426000.0,102890000.0,-2607000.0,-38104000.0,-54142000.0,10644000.0,100283000.0,4.2521,0.0374,0.12707925680623,1.4319646716151002,1.3076388236399998,0.34174574837922,4.2521,0.0338,2.9385,-0.0279,1919015000.0,-907157000.0,2808476000.0,0.0374,-0.0496,-0.0771,-0.0027,Real Estate,1,34.936723276772426
APTS,109305512.0,79592185.0,15257824.0,60702443.0,18889742.0,-2400668.0,-2400668.0,-21171858.0,-0.95,-0.95,22368377.0,22182971.0,0.7282,0.173,-3.5654,57011397.0,18915063.0,-2425989.0,-0.022,-0.022,14979045.0,14979045.0,112348889.0,953290920.0,1295529033.0,83704714.0,770075243.0,-13698520.0,522984803.0,64412389.0,38096334.0,35221423.0,-424940275.0,-533510211.0,497615123.0,-673665.0,-387838353.8000001,2.6767,-0.0046,0.08437133342113201,1.3422050399694,0.31412122141651,0.17895103255475,2.6767,-0.0726,-1.6636,-7.103100000000001,1276147560.0,-657726354.0,1984514289.0,-0.0046,0.8159,0.5338,1.2818,Real Estate,1,23.083906296327623
RPT,251790000.0,178178000.0,20077000.0,110160000.0,68018000.0,65448000.0,65109000.0,57771000.0,0.73,0.73,79162358.0,78848000.0,0.7076,0.4276,-0.4298,197098000.0,107659000.0,66895000.0,0.2599,0.2586,15352000.0,22352000.0,65720000.0,1913580000.0,2136082000.0,72569000.0,1231616000.0,-365747000.0,882413000.0,0.0,89439000.0,105630000.0,-213846000.0,-154333000.0,46012000.0,-2691000.0,-108216000.0,5.2222,0.0738,0.11787468833125,0.9056208573909,0.6678884923314399,0.21155038652868,5.2222,0.0439,1.8284,-2.391,2047263000.0,-1165896000.0,3116730000.0,0.0738,0.1426,0.3286,-0.0449,Real Estate,1,7.781084952650574
MNR,78014122.0,45818783.0,6305928.0,9919424.0,35899359.0,25605815.0,25605815.0,16998783.0,0.43,0.43,60920374.0,59085888.0,0.5873,0.5826,-2.005,68508725.0,45449981.0,25605815.0,0.3282,0.3282,12073909.0,12073909.0,21993872.0,822099177.0,915991942.0,3113274.0,469981302.0,0.0,446010640.0,0.0,23058744.0,38062285.0,-194482455.0,-194469735.0,148006698.0,-8400752.0,-156420170.0,7.6137,0.0574,0.085169004685415,7.0645474828107,5.801691723889401,3.8782031392033,7.6137,0.0441,2.2391,-7.103100000000001,909876808.0,-447987430.0,1356835459.0,0.0574,0.1861,0.1722,0.092,Real Estate,1,56.667673023110474
ORC,8965000.0,8965000.0,6184000.0,7894000.0,1071000.0,1071000.0,1071000.0,1071000.0,0.05,0.05,21768190.0,20266706.0,1.0,0.1195,0.570911,1071000.0,1071000.0,1071000.0,0.1195,0.1195,69959000.0,77959000.0,79118000.0,0.0,2241837000.0,1988582000.0,1988582000.0,0.0,253255000.0,1988117000.0,0.0,30705000.0,0.0,-645010000.0,583337000.0,-30968000.0,30705000.0,24.1113,0.0042,0.0039989526446392,0.039786139067938986,0.039203311706533,0.035180344587249,24.1113,0.005,9.795838000000039,0.0,2241837000.0,-1909464000.0,4158191000.0,0.0042,-0.6909,-0.9563,1.6365,Real Estate,1,28.486523861073852
CMO,122355000.0,122355000.0,14998000.0,14030000.0,108325000.0,108325000.0,108325000.0,108325000.0,0.97,0.97,95824551.0,95824551.0,1.0,0.6085962485875699,0.570911,229624000.0,108325000.0,108325000.0,0.57771,0.4685579999999999,54185000.0,54185000.0,291629000.0,0.0,14446366000.0,10175056000.0,13148042000.0,-346464000.0,1298324000.0,10135434000.0,121299000.0,244245000.0,0.0,-532680000.0,35094000.0,-253341000.0,244245000.0,6.8449,0.0834,0.0084696040512887,0.03600406727657641,0.02963218043114296,0.013248608870820699,6.8449,0.111,2.2547,0.0,14446366000.0,-12856413000.0,27448561000.0,0.0834,-0.2025,-0.2308,-0.0184,Real Estate,1,25.79429865462733
FCPT,33456000.0,16460000.0,1856000.0,5614000.0,10846000.0,8643000.0,5699000.0,5699000.0,0.92,0.91,58556552.0,6206375.0,0.4920000000000001,0.3242,0.570911,14604000.0,10846000.0,5699000.0,0.2583,0.1703,479079.99999999994,600313.2000000001,5005400.0,11722000.0,12509180.0,1493330.47,2951000.0,0.0,0.0,1335000.0,3758000.0,21693000.0,-556000.0,-556000.0,76929000.0,98066000.0,21137000.0,42.2862,0.0129,2.4435199560559515,0.16479400749064002,0.02963218043114296,0.013248608870820699,42.2862,0.0381,3.8065,-0.14800000000000002,929437000.0,-387100000.0,1223666000.0,0.0129,1.7961,3.5334,5.115931999999994,Real Estate,0,-7.671137200612622
NYRT,175000000.0,417346495.52466226,27000000.0,242014439.16553396,-17000000.0,144644181.4864134,-39000000.0,-39000000.0,-2.4,-2.4,16000000.0,16000000.0,0.0,-0.22285714285714,-0.47180601363636365,72000000.0,-39000000.0,-39000000.0,0.0,-0.22285714285714,99000000.0,354582113.59769547,721284379.7815387,2959597855.174159,2072000000.0,795084194.506566,979000000.0,-369000000.0,1035000000.0,0.0,83000000.0,38000000.0,-30000000.0,62000000.0,-24000000.0,76000000.0,7000000.0,7.598320502242152,0.06118254090909093,0.20219144171581954,3.2256674812542516,2.301485945619594,1.1196097085108883,7.598320502242152,0.008428690582959636,1.783010199095025,-2.0610662162162163,5553981148.454841,-2852543087.94776,7958014588.396803,0.061190409090909025,0.20820552995391706,0.34746958525345617,0.33257072350230404,Real Estate,0,-11.305873530580936
RHP,1092124000.0,325468000.0,28914000.0,163406000.0,162062000.0,99656000.0,111511000.0,111511000.0,2.18,2.16,51285263.0,51285263.0,0.298,0.1498,0.1449,277940000.0,163557000.0,111511000.0,0.0912,0.1021,78646000.0,134646000.0,196000000.0,1982816000.0,2331434000.0,196000000.0,1951872000.0,-473404000.0,379562000.0,42617000.0,114383000.0,238062000.0,-79815000.0,-74637000.0,-183542000.0,-20117000.0,158247000.0,2.425,0.2938,0.46843444849822,1.98,0.96775,0.40125510204082,2.425,0.0422,2.1349,-0.6978,2331434000.0,-1755872000.0,3684498000.0,0.2938,0.1109,0.0585,-0.0561,Real Estate,1,33.86464245949132
ADC,69966000.0,64193000.0,6988000.0,24080000.0,40113000.0,39018000.0,39018000.0,39018000.0,2.17,2.16,18888412.0,18003122.0,0.9175,0.6085962485875699,-2.6607,67809000.0,51323000.0,39762000.0,0.5577,0.4685579999999999,2712000.0,2712000.0,10228000.0,699448000.0,789907000.0,13602000.0,336287000.0,-28262000.0,451124000.0,10721000.0,16486000.0,44680000.0,-230841000.0,-202775000.0,155408000.0,-2687000.0,-186161000.0,9.1761,0.0865,0.088574984143703,0.75194824290546,0.74474342008528,0.19938244375827,9.1761,0.0638,1.1451,-7.103100000000001,713355000.0,-326059000.0,1027585000.0,0.0865,0.307,0.4382,0.2784,Real Estate,1,44.22022822712785
LSI,366602000.0,248124000.0,38659000.0,100839000.0,147285000.0,112524000.0,112524000.0,112524000.0,3.18,3.16,36168440.0,36168440.0,0.6768,0.4082,-0.3571,208154000.0,149648000.0,113077000.0,0.3069,0.3069,7020000.0,7020000.0,20747000.0,2026507000.0,2118822000.0,47839000.0,898336000.0,-171980000.0,1202315000.0,0.0,58506000.0,186198000.0,-317103000.0,-328689000.0,140968000.0,-1523000.0,-130905000.0,10.5871,0.0936,0.17302161295286,0.433683814461,0.30840945671940995,0.14674219778842,10.5871,0.0296,1.6547,-5.42,2118822000.0,-877589000.0,2939445000.0,0.0936,0.1348,0.2661,0.2747,Real Estate,0,-16.893456335081595
EPR,421017000.0,397584000.0,31021000.0,147382000.0,250202000.0,195014000.0,194532000.0,170726000.0,2.94,2.93,59754475.0,58138000.0,0.9443,0.6085962485875699,-0.1978,364546000.0,274929000.0,194532000.0,0.4632,0.4621,14861000.0,52861000.0,350957000.0,3427729000.0,4217270000.0,110579000.0,2143402000.0,-343642000.0,2073868000.0,0.0,89617000.0,278460000.0,-361718000.0,-568539000.0,292022000.0,947000.0,-83258000.0,8.2957,0.0938,0.09983164464215,3.1738123875238995,1.0125068955227,0.13439260619105,8.2957,0.0503,1.631,-4.0363,4217270000.0,-1792445000.0,6184329000.0,0.0938,0.1039,-0.0473,0.1125,Real Estate,1,30.26839975426494
CHCT,8632000.0,6620000.0,2472000.0,7747000.0,-1127000.0,-1456000.0,-1456000.0,-1456000.0,-0.31,-0.31,7596940.0,4726925.0,0.7669,-0.1265,0.2484,4228000.0,-1092000.0,-1456000.0,-0.1687,-0.1687,2018000.0,2018000.0,5005400.0,127764000.0,142803000.0,1493330.47,20533000.0,-5384000.0,122270000.0,0.0,5320000.0,2971000.0,-827000.0,-140640000.0,139685000.0,2016000.0,2144000.0,16.2201,-0.0119,0.060446909378655,4.0665024630542,2.4852216748768,2.4852216748768,16.2201,-0.0168,-2.0405,-0.1555,142803000.0,-17231000.0,157785000.0,-0.0119,0.20820552995391706,0.34746958525345617,0.33257072350230404,Real Estate,1,34.615199800229966
HHC,797088000.0,330070000.0,106811000.0,213135000.0,116935000.0,150720000.0,126719000.0,126719000.0,3.21,1.6,39714838.0,39714838.0,0.4141,0.264,-0.6941,309461000.0,210464000.0,126719000.0,0.1891,0.159,445301000.0,445301000.0,975000000.0,4599474000.0,5721582000.0,642000000.0,3357693000.0,-480215000.0,2360117000.0,122194000.0,98997000.0,23930000.0,-577215000.0,-575568000.0,436488000.0,-115150000.0,-387838353.8000001,5.6382,0.0537,0.13931251881036,1.518691588785,0.92711682242991,0.69361526479751,5.6382,0.0284,0.1888,-5.8306,5721582000.0,-2382693000.0,7720243000.0,0.0537,0.1087,-0.14800000000000002,1.4104,Real Estate,1,4.544620773511838
PMT,248765000.0,248765000.0,14672000.0,175461000.0,73304000.0,73304000.0,90100000.0,90100000.0,1.19,1.16,73767435.0,74446000.0,1.0,0.2947,-3.4699,73304000.0,73304000.0,90100000.0,0.2947,0.3622,58108000.0,100108000.0,4158860000.0,0.0,5826924000.0,688216000.0,4330811000.0,25653000.0,1496113000.0,604777000.0,0.0,-80508630.0,0.0,11502000.0,833408000.0,-18278000.0,-387838353.8000001,4.5251,0.0602,0.042692336471181,6.042957443593299,0.15825554767689,0.084432794355261,4.5251,0.078,-6.936654,0.0,5826924000.0,-171951000.0,9959355000.0,0.0602,-0.3027,-0.5915,-1.3582,Real Estate,1,18.913352227861022
EGP,235008000.0,167606000.0,15091000.0,88545000.0,79061000.0,47866000.0,47866000.0,47866000.0,1.49,1.49,32420315.0,32091000.0,0.7132,0.3512,-0.092,155822000.0,82532000.0,48399000.0,0.2037,0.2037,479079.99999999994,600313.2000000001,38944000.0,2219448000.0,1661904000.0,48141000.0,1102703000.0,-328892000.0,554862000.0,0.0,73290000.0,130049000.0,-151668000.0,-156418000.0,26406000.0,37000.0,-21619000.0,7.6716,0.0863,0.14140889004419002,0.80895702208097,0.02963218043114296,0.013248608870820699,7.6716,0.0268,2.7169,-2.0694,1661904000.0,-1063759000.0,2689765000.0,0.0863,0.0673,0.0715,0.119,Real Estate,1,40.39669422270417
